,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_02,SHAP_OX_03,SHAP_OX_21,SHAP_OX_05,SHAP_WS_01,SHAP_TEMP_03,SHAP_OX_23,SHAP_OX_20,SHAP_OX_22,SHAP_WS_02,SHAP_OX_15,SHAP_OX_16,SHAP_TEMP_24,SHAP_TEMP_07,SHAP_OX_14,SHAP_TEMP_04,SHAP_TEMP_08,SHAP_OX_17,SHAP_SPM_01,SHAP_TEMP_20,SHAP_TEMP_16,SHAP_HUM_20,SHAP_HUM_19,SHAP_NO_07,SHAP_HUM_02,SHAP_TEMP_17
2019-04-19 11:00:00,-11.17145309448242,-17.33521785736084,-1.8319121360778812,0.21132979542016983,2.7787075519561775,0.9357733070850373,0.4684074088931084,0.2615718150511384,1.2868032127618791,7.444701623916626,-0.0670779140666127,0.6732527375221253,0.09259817898273467,0.23253117427229886,1.6236237049102784,0.5291537530720234,-0.5352258741855621,6.428562974929809,0.6334111168980598,1.3740310808643696,5.7472398519515995,-0.19624286666512486,0.31516273403540257,-3.3011587381362917,0.5679711512289941,-2.21270524263382,-2.9001477003097538,0.3508227735757828,-0.7045517176389696,0.07728777080774299
2019-04-19 12:00:00,-4.645925140380859,-15.613439083099365,0.035024937242269495,-0.09797256179153921,1.1110056698322297,0.23340830877423285,0.4983822852373123,-0.08480477295815944,1.0999496817588805,6.128395891189575,-0.17148076370358467,0.7353502571582794,0.2145928736776114,0.41337842196226127,0.5592081010341643,0.3449843343347311,-0.5354418992996216,6.25168900489807,0.19233003926929088,1.213437814824283,5.584027719497682,-0.18655369132757188,0.18362276507541536,-3.850203514099122,0.678800494223833,-2.4249921202659612,-1.5884034037590025,0.3508227735757828,-0.8054804027080535,0.1374439381062984
2019-04-19 13:00:00,-0.5674707174301148,-12.858593368530274,1.6352569699287414,-0.31061792522668835,-0.10186850540339946,-0.4689567439258099,0.5583318769931794,-0.4311814270913601,1.6605101883411408,5.062815880775451,-0.014876492787152529,0.8284964710474014,0.2552577886730432,0.3229548141360283,0.027000374067574724,-0.02335462253540751,-0.5356577903032302,5.838981628417969,0.19233003926929088,0.9886073753237724,5.4208156108856205,-0.15748632252216338,0.27131606978364287,-5.654206800460815,0.9374026030302047,-1.0805084466934205,-1.1741684198379516,-0.939928936958313,-0.9467803418636322,0.1775480538606644
2019-04-19 14:00:00,0.24822027776390315,-11.481169939041136,1.9019622802734375,-0.5232632845640183,-0.8599147975444794,-0.9797677010297777,0.6482563793659211,-0.6693153023719788,-0.768585205078125,4.436003899574279,0.037324913404881935,0.7043014913797377,0.3365875996649265,0.594225612282753,0.027000374067574724,-0.207524074614048,-0.5356909736990929,4.600861835479737,-0.0282104581594467,0.8066017538309097,5.039988660812378,-0.09935142509639264,0.31516273403540257,-6.987600469589234,0.9558741956949234,-0.6559347063302994,-0.8289725661277771,-0.29455315917730335,-1.0678947776556014,0.2711242750287056
2019-04-19 15:00:00,4.326674914360046,-10.275925493240356,1.9019622802734375,-0.6779145121574401,-1.011523997783661,-1.29902463555336,0.5283570408821107,-0.9074492186307908,0.16568229049444197,3.4331048250198366,0.14172778017818927,0.6111552387475967,0.4585823278874159,-0.5812812775373459,-0.23910354524850846,-0.207524074614048,-0.5357076168060303,3.7164904117584228,-0.24875101409852504,0.6995396092534065,3.8975069999694822,-0.07028403505682942,0.18362276507541536,-7.69351601600647,1.1405898958444596,-0.3021232552826404,-0.41473757922649385,0.028134800773113932,-1.0880805194377898,0.27780823111534125
2019-04-22 12:00:00,-10.763606548309324,-11.825526618957522,-0.4983858481049538,0.01801578402519225,2.172270321846008,0.6803678780794143,0.4384326212108135,-0.14975040461868044,-0.021171218343079133,4.937453365325927,-0.32808501571416854,0.5490578562021255,0.13326306885574013,-0.40043405890464784,0.5592081010341643,0.03803519308567045,-0.5350931853055954,4.718777918815613,0.486384017765522,0.9564886897802353,4.1151224136352536,-0.12195945009589196,0.06669834079220889,-5.10516266822815,0.7711584642529488,-0.23136095143854618,-0.2766592621803284,0.028134800773113932,-0.8054804027080535,0.17086390256881717
2019-04-22 13:00:00,-4.645925140380859,-9.759392166137696,0.3017302945256234,-0.17529815062880516,1.0352011024951935,-0.021997199207544317,0.378482985123992,-0.3012901883572339,0.5393892511725425,3.9972357988357543,-0.1192793371155858,0.5801065295934678,0.17392799919471139,-0.2195868417620659,0.38180555626749985,-0.02335462253540751,-0.5352756023406983,4.129197382926941,0.339357052743435,0.7851892948150634,4.006314778327942,-0.1090405935421586,0.03746717283502217,-6.28168649673462,0.9004592597484589,0.26397510152310133,0.0685366038233042,-0.29455315917730335,-0.9064090192317963,0.21096801608800883
2019-04-22 14:00:00,0.24822027776390315,-7.521080780029297,0.8351408779621124,-0.3879435330629349,-0.10186850540339946,-0.5008824914693832,0.4084577947854996,-0.5177756041288376,-0.5817316919565201,3.057017564773559,-0.0670779140666127,0.20752173759974535,0.09259817898273467,0.05168399119866081,0.2044029451906681,-0.08474443592131138,-0.5353754609823227,3.1858678340911863,0.19233003926929088,0.624596206843853,3.462275981903076,-0.09935142509639264,0.008236099220812292,-7.301340913772583,0.9558741956949234,0.6177866101264954,0.3446932569146156,0.18947877436876298,-0.9669661670923233,0.25775614976882927
2019-04-22 15:00:00,4.326674914360046,-6.660191679000855,1.101846432685852,-0.5329290419816971,-1.011523997783661,-0.9797677010297777,0.04875988401472568,-0.7559094786643983,-0.768585205078125,2.3048433303833007,-0.17148076370358467,-0.009819375933147972,0.13326306885574013,-0.490857669711113,0.027000374067574724,-0.14613426625728607,-0.5353754609823227,2.301496434211731,0.14332103137858215,0.46400299072265627,2.591813492774963,-0.08966230675578116,-0.07945723682641981,-8.085690069198609,0.9928172469139099,0.9008357614278794,0.6208499163389206,0.18947877436876298,-1.0073376268148422,0.27780823111534125
2019-05-10 10:00:00,-20.144052505493164,-14.40819435119629,1.6352569699287414,0.17266697734594344,3.385144281387329,1.5742870926856993,-0.16106391996145247,-0.08480477295815944,-0.955438631772995,4.8747721195220945,-1.163307684659958,-0.009819375933147972,-0.5987052246928216,-1.1238228976726532,0.32267133817076676,0.07896175757050514,-0.53532555103302,5.780023431777954,-0.0037059620022773672,1.2455565769225359,4.550353837013246,-0.1316485932096839,0.44670277666300534,-4.399247789382935,0.14312509968876838,-1.8588937401771546,-2.002638506889343,0.5121667325496674,-1.0678947776556014,-0.12323260456323623
