,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_02,SHAP_OX_03,SHAP_OX_21,SHAP_OX_05,SHAP_WS_01,SHAP_TEMP_03,SHAP_OX_23,SHAP_OX_20,SHAP_OX_22,SHAP_WS_02,SHAP_OX_15,SHAP_OX_16,SHAP_TEMP_24,SHAP_TEMP_07,SHAP_OX_14,SHAP_TEMP_04,SHAP_TEMP_08,SHAP_OX_17,SHAP_SPM_01,SHAP_TEMP_20,SHAP_TEMP_16,SHAP_HUM_20,SHAP_HUM_19,SHAP_NO_07,SHAP_HUM_02,SHAP_TEMP_17
2019-05-03 04:00:00,-7.232226133346558,-2.741579067707062,0.49807411432266246,-0.003956971876323187,0.5719105988740922,0.049977939017117,0.09222175050526855,-0.22573522850871086,-0.025813432410359393,2.3499963879585275,-0.2795366642996669,0.7970500856637954,-0.1356786709278822,0.033296583141782285,0.19094450101256372,-0.10074079229962081,-0.7419205263257027,-0.7783693179488183,0.18911425322294234,-0.2824771216139196,0.05766351707279682,0.19988527335226536,0.01013685623183844,0.8353559136390686,-0.7184675811789931,-0.4843677461147308,-1.0998497843742372,0.2026078775525093,-0.8499014556407929,1.2644904017448426
2019-08-14 18:00:00,-12.489507389068603,12.430099391937256,-2.295378851890564,0.04237177940085528,1.0733564615249633,0.07844110189471393,-0.1929435484111309,-0.19303926448337733,0.6209562063217164,-8.809432077407838,-0.26790955327451227,-0.8187623500823975,-0.2049404772231355,0.05495307375676929,-0.31988288266584275,-0.11600227234885097,-4.6557152509689335,-4.405736947059632,-0.2907229498028755,-1.3778216555714606,0.0904714457690716,-0.6641422942280769,0.06864323951303956,4.140051341056823,-1.1984132267534733,0.498465946316719,0.8740807473659515,0.08286491408944127,2.1459930658340456,1.9397101879119873
2020-03-03 14:00:00,9.29064130783081,2.7828890919685363,6.395364093780518,-0.02969515832373869,-0.43098077923059464,0.035746386367827655,-0.08204585611820221,-0.23799610137939448,1.4833157300949098,0.11811107769608498,-0.2504687517881393,-0.4270502597093582,-0.11588958725333212,-0.17243995610624552,-0.13896488286554814,-0.11070746905170381,1.0569659733213486,0.6905648682732135,-0.21075013279914856,-0.3227470726240427,0.032220748811960215,-0.32213156670331955,-0.02329535614699125,-4.418262958526611,1.0267916068434715,0.3311751469969749,0.5862154573202133,0.08286491408944127,-4.362328886985779,-0.6236239440739155
2020-03-28 23:00:00,2.5312862992286687,-5.215223717689516,-4.312874412536621,-0.019399897661060077,-0.0966836660169065,0.04286214224994184,0.04469422250986096,-0.23390913344919687,0.5131612658500672,4.860868501663207,-0.244655279815197,-0.28015824705362313,-0.09610055983066558,-0.11829866357147693,0.04195312969386577,-0.1088386988500133,-0.9850131943821907,0.3907824279740453,0.04916171813383697,0.08800722155719995,0.0476203553378582,-0.2681298762559891,-0.01493728682398795,-1.1983026027679442,-0.2167057290673256,-0.3798109486699105,-0.7297378957271576,0.2026078775525093,2.3526065349578857,0.3892055898904801
2020-02-22 05:00:00,-19.248855590820312,-6.20467963218689,-1.674611473083496,0.08698458699509501,1.6862349271774293,0.09978844821453095,-0.08204585611820221,-0.18077831156551838,-0.45699308067560196,6.325542449951172,-0.29407071620225905,-0.28015824705362313,-0.23462411891669036,0.06578128420514984,0.06323760421946642,-0.10478973854333165,1.8834819555282594,1.5899118900299074,0.04916171813383697,0.32157307416200637,0.029877456277608877,-0.05212285779416563,0.11043344996869567,-3.6132725954055784,0.2959640664979815,-0.35889960676431654,-1.2643440604209901,0.08286491408944127,0.6996993362903595,0.13912417292594909
2020-01-04 12:00:00,4.784404373168945,-2.65912504196167,4.998637962341309,-0.019399897661060077,-0.15239987811073663,0.041083249822258944,0.15559182697907087,-0.22573522850871086,3.53141987323761,4.4423884630203245,-0.23012121096253396,0.06258986187167466,-0.00704962047748269,-0.3132070054300129,-0.31988288266584275,-0.11413346600020302,0.4006155513226986,2.249433362483978,-0.21075013279914856,0.16049319244921206,0.018494972586631776,-0.4121345058083534,-0.05672756228595972,-3.274328446388245,1.2667642146348954,-0.6098357975482942,-0.8942323446273803,0.2026078775525093,-3.432568836212158,-0.7736734744161368
2019-06-08 09:00:00,6.2864827632904055,6.163535118103029,-1.9849953293800353,0.014917682576924529,0.18189729303121566,0.05887265745550394,0.26648939978331326,-0.21756116524338723,0.18977647200226783,-3.0204782009124758,-0.19233300611376764,0.8949779868125916,0.0523176085203886,0.01164008837367873,0.15901766456663613,-0.10167517997324468,-2.4435702204704284,-1.917542612552643,0.14912782311439515,-0.7415555208921433,0.06569811664521692,0.1458835799247026,0.060285146080423124,0.9624599933624267,-0.4130471020936966,0.45664303153753283,0.9563274800777435,0.2026078775525093,1.216232705116272,0.9268806397914886
2019-04-21 08:00:00,4.0333654403686525,0.14433750212192537,1.118841767311096,-0.0022410981822758563,0.34904586672782895,0.05887265745550394,0.39322951361536984,-0.22777870148420334,-0.24140324071049696,3.0474622488021845,-0.19814657382667064,1.3846182644367218,0.10179033894091842,0.033296583141782285,0.25479790400713687,-0.09793775491416454,-0.13418865320272744,0.031043460033833976,0.18911425322294234,-0.11334295780397952,0.045611704140901564,0.4338930580765009,0.04356903564184902,0.28457350470125675,-0.1621660441160202,-0.7562154591083526,-1.5110851764678954,0.2026078775525093,-0.9532079637050629,0.9268806397914886
2020-03-28 04:00:00,-6.481188154220581,0.8039755970239639,1.7396085381507873,0.014917682576924529,0.34904586672782895,0.062430557794868925,-0.272156074643135,-0.21347424760460854,-0.24140324071049696,-0.30036761760711667,-0.3260454726405442,-0.5739423632621765,-0.3434639666229487,0.000811861781403428,0.22287121117115025,-0.10167517997324468,1.154203172028065,-1.2879996299743652,0.22910070046782494,-0.46771912425756457,0.0650286352261901,0.07388118384405971,0.21072997860610485,-2.384602808952332,-0.1948898382484913,-0.5471019148826599,-1.3877148032188416,0.2026078775525093,-1.8829686641693115,0.6642950512468815
2019-10-14 08:00:00,-8.73430576324463,3.030255651473999,0.49807411432266246,0.03894001329317685,0.9062077045440674,0.07666219528764485,0.12390681970864534,-0.19712623171508312,-0.025813432410359393,-0.8583392560482025,-0.23593487590551382,0.3563740193843842,-0.03673324543051421,0.06578128420514984,0.020668649557046576,-0.10572411371394988,-3.488868808746338,-1.467868798971176,-0.030811200226889924,-0.5402053840458394,0.06335469707846639,-0.07012340463697908,0.05192707963287827,4.012946677207947,-0.6857433492317796,-0.651658445596695,-1.428838837146759,0.2026078775525093,-0.436674439907074,1.5520841956138611
