,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_03,SHAP_TEMP_02,SHAP_HUM_22,SHAP_PM25_05,SHAP_TEMP_04,SHAP_PM25_22,SHAP_TEMP_12,SHAP_OX_08,SHAP_OX_05,SHAP_PM25_15,SHAP_TEMP_11,SHAP_OX_06,SHAP_WD_01,SHAP_TEMP_19,SHAP_PM25_02,SHAP_SPM_24
2019-12-13 20:00:00,-4.804611539840699,-0.1260297942906618,-3.6968910932540893,-0.00806848455104045,0.18729534968733785,2.8505985140800467,-0.31127227172255517,0.1802976593375206,-0.2901895828545093,-0.046917836787179125,0.21789911314845084,-0.17019119411706923,-0.28459943830966955,-0.02456566840410231,1.750546479225159,-0.06544145252555607,-0.13055632039904594,-1.2200836654752494,-0.039541565440595124,0.005283434176817541
2019-04-26 03:00:00,-6.540030479431152,-0.34255678057670597,1.3898126602172847,-0.023451983556151378,0.21129997596144676,-2.270202422142029,0.21380007397383452,0.06857778774574397,-0.34594293162226686,0.12422376833856105,1.0693005681037904,0.03831503642722962,-0.09966394230723377,-0.23252570107579232,-0.6448917478322983,-0.03908070214092728,-0.11587043516337873,-0.4856959402561187,0.02700467631220818,0.02396313981153067
2020-02-05 11:00:00,-3.9369024276733398,-0.044100616686046076,-1.761242151260376,0.00423830985091621,0.0912765703164041,1.934683132171631,-0.500881963968277,0.08889050749130545,-0.29132746644318114,0.34802418053150175,0.1539210111834109,-0.17019119411706923,-0.13048646301031114,-0.10018752887845037,2.0906394839286806,-0.012719958508387186,-0.08649861402809618,-1.1269921037368476,0.010368118504993603,0.03330302629619834
2019-08-31 01:00:00,-7.407737922668457,-0.34255678057670597,4.765941643714905,0.0011616107076406162,0.30731873959302897,-4.934685492515563,0.19921481590718032,0.02795240345876664,-0.3614931866526604,0.20321220252662897,1.2120209395885466,-0.1979919582605362,-0.3462447702884675,-0.07498022466897962,-1.1624244630336764,-0.11816296521574259,-0.027755004900973247,-0.11333045177161694,0.02700467631220818,0.1640611134469509
2019-09-20 17:00:00,7.343314552307129,-0.1669943317770958,3.5055211067199705,0.007315010437741833,-0.004742164537310586,-3.8106064558029176,-0.00498003531247377,0.3631120659410954,-0.35352848619222643,-0.1390709460712969,0.8576804250478745,-0.29529486894607543,-0.09966394230723377,-0.02456566840410231,-0.06821227336768061,-0.052261080034077145,-0.06446977071464059,-0.4753524899482727,0.44291870296001434,0.05198275810107587
2019-12-29 23:00:00,-3.0691942453384398,-0.17869850248098373,-4.011995530128479,0.007315010437741833,0.06727188220247624,3.183658242225647,-0.34044295027852056,0.06857778774574397,-0.28981047384440906,0.08472953997552395,0.3163270033430308,-0.1423903755843639,-0.13048646301031114,-0.02456566840410231,1.6026798605918884,-0.012719958508387186,-0.027755004900973247,-1.2873165540397167,0.21000680439174166,0.014623304316773982
2019-09-10 05:00:00,-16.952537536621094,-0.2664796531200409,5.756274318695068,-0.0049917842494323905,0.5473656415939331,-5.808966398239137,0.21380007397383452,0.04826512709259985,-0.3728715173900127,-0.046917836787179125,1.3448980331420899,-0.43429900258779525,-0.716115927696228,-0.6484460029751062,-1.4877309918403625,-0.2895078287925571,-0.057126804068684554,0.03147848211228845,0.060277814697474195,0.02396313981153067
2019-04-21 08:00:00,4.740187883377075,-0.23721934705972672,0.12939063711091875,0.03500529355369506,-0.2927983842790128,0.22774932442698628,-0.31127227172255517,0.11935955397784707,-0.31256675049662597,0.20321220252662897,0.6312962830066681,-0.1284899115562439,0.08527181027457117,-0.15690382458269597,0.8781336694955826,0.04000152859371153,-0.027755004900973247,-0.532241603732109,0.22664349526166916,0.1547212392091751
2019-07-29 05:00:00,-13.481700134277343,-0.31914854049682617,5.711256504058838,0.010391699708998168,0.4513468831777573,-6.100393342971803,0.21380007397383452,0.007639754377305516,-0.3717333897948265,0.07156485430896282,1.4384052813053128,-0.40649817883968353,-0.6544708847999573,-0.3648641351610422,-1.6947441816329956,-0.2895078287925571,-0.04978384803980586,0.09871090054512024,0.12682408317923546,0.014623304316773982
2019-07-16 20:00:00,-12.613993740081789,-0.34255678057670597,3.1904154777526856,-0.01114518553949892,0.4273422047495842,-3.6440741300582884,0.21380007397383452,0.11935955397784707,-0.3512527704238892,-0.007423530545202081,1.0200866162776947,-0.3230957463383675,-0.5928255409002304,-0.062376588955521575,-0.5857453137636185,-0.17088447641581297,-0.027755004900973247,-0.4081197497434914,0.060277814697474195,0.005283434176817541
2020-01-15 06:00:00,-15.217122268676755,-0.3308526009321213,-3.6968910932540893,0.03192860320559702,0.3793327435851097,3.0171288251876835,0.009605307597666935,0.24123578071594237,-0.2901895828545093,0.12422376833856105,0.36061941683292376,-0.2535936906933785,-0.6544708847999573,-0.16320571191608907,1.454813092947006,-0.236786337941885,-0.027755004900973247,-0.9614961929619312,0.3098261818289757,0.1267016723752022
