,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_03,SHAP_TEMP_02,SHAP_HUM_22,SHAP_PM25_05,SHAP_TEMP_04,SHAP_PM25_22,SHAP_TEMP_12,SHAP_OX_08,SHAP_OX_05,SHAP_PM25_15,SHAP_TEMP_11,SHAP_OX_06,SHAP_WD_01,SHAP_TEMP_19,SHAP_PM25_02,SHAP_SPM_24
2019-04-18 17:00:00,-9.49966812133789,0.0926959566771984,-8.287197351455688,-0.0983328467234969,-0.2832497283816337,3.620740270614624,-0.07118352707475421,-0.3384616065770388,-2.2743531703948974,-0.21027115415781736,4.4676495552062985,-0.368035445548594,-0.23787080571055413,-0.2404492899775505,2.7075212717056276,0.12393204867839813,-0.028081641020253255,-0.7170307725667954,-0.4473289504647255,0.28129002898931504
2019-04-19 14:00:00,-8.57708969116211,0.16511216405779122,-5.5060608863830565,-0.08854336291551587,0.9527574896812439,2.715315759181976,0.16873528081923728,-0.7329053670167923,-2.105679249763489,0.5523528009653091,4.006137132644653,0.11137770432978863,-1.0748134315013886,-0.18722405415028331,2.7518001556396485,-0.36675539165735244,-0.028081641020253255,-0.6403552979230881,-0.48821516931056974,0.23096960112452508
2019-04-19 15:00:00,-5.809357595443727,0.0926959566771984,-5.7199944972991945,-0.08528020512312648,0.21115313693881035,2.5945924162864684,0.04877587780356405,-0.7329053670167923,-1.937005442380905,-0.1594295548275113,4.159974861145019,-0.24818216338753696,-0.6809580266475678,0.025676902453415078,2.6632425785064697,-0.36675539165735244,-0.028081641020253255,-0.6422721013426781,-0.5699874967336654,0.20580941587686538
2019-04-19 16:00:00,-4.8867795944213865,0.020279753394424886,-6.361795806884766,-0.09017494097352027,-0.40685046911239625,2.715315759181976,-0.056188595667481425,-0.38776710405945763,-2.071944546699524,-0.10858794152736664,4.006137132644653,-0.3280843825079501,-0.33633464127779006,-0.18722405415028331,2.286873650550842,-0.009891792552662114,-0.028081641020253255,-0.6652747452259065,-0.6926461175084114,0.15548896789550784
2019-04-19 17:00:00,-3.964202117919922,-0.10041394624859094,-7.110563039779663,-0.086911797337234,-0.7776526272296906,3.077485656738282,-0.011203820630907992,0.006676640734076483,-2.0044750273227687,-0.5153207547962666,3.3523286819458007,-0.3280843825079501,-0.04094315385445953,-0.027548345644027007,2.2425948977470394,0.3023638933897018,-1.4772291898727417,-0.6844436742365361,-0.32467044331133366,0.13032875806093214
2019-04-22 14:00:00,-11.34482297897339,0.0926959566771984,-2.190089249610901,-0.07712230905890463,2.0651641845703126,1.2666366994380949,-0.011203820630907992,-0.4370725691318512,-1.565923261642456,1.0099271476268767,3.0446539998054503,0.23123099952936169,-1.2225092470645904,-0.5065755009651184,2.154037356376648,-0.009891792552662114,-0.028081641020253255,-0.6671916857361794,-0.8561908602714539,0.05484810816124077
2019-04-22 15:00:00,-6.731934213638306,0.0444184925407171,-3.0458239793777464,-0.07875388562679289,1.0763582170009613,0.7233819589018822,-0.22113276775926352,-0.19054523035883902,-1.7345968544483186,1.0099271476268767,3.121572804450989,-0.008475558646023234,-1.0748134315013886,-0.5065755009651184,2.065480190515518,-0.5005792498588562,-0.028081641020253255,-0.655690236389637,-0.8970770478248596,0.029687896836549023
2019-04-22 16:00:00,-5.809357595443727,0.020279753394424886,-3.687624955177307,-0.07385915978811679,-0.03604829125106331,1.206274974346161,-0.32609723657369616,-0.2891561720520258,-1.2623102843761445,0.45066957697272303,2.967735254764557,-0.008475558646023234,-0.7794218420982361,-0.5065755009651184,1.9105047225952148,-0.36675539165735244,-0.028081641020253255,-0.6576072707772255,-0.9379632264375687,-0.020632535312324736
2019-04-22 17:00:00,-3.964202117919922,-0.17283013425767424,-4.757293081283569,-0.07385915978811679,-0.6540518581867218,1.56844482421875,-0.40107183177024125,0.4504258440574631,-0.9586973816156388,-0.10858794152736664,2.6985201835632333,-0.44793772473931315,-0.3855665475130081,-0.5065755009651184,1.7555292010307313,-0.099107738211751,-0.028081641020253255,-0.661440995335579,-0.6108737573027611,-0.09611316788941619
2019-05-10 14:00:00,-10.422244834899905,0.7927192836999893,-0.7995207130908967,-0.09180651381611822,0.5819554403424263,-0.7856590390205385,0.40865408778190615,-0.8808218002319336,-0.6888192355632783,1.3658181965351106,2.852357053756714,-0.20823105946183204,-0.4347984969615936,0.13212738018482922,1.9990621864795688,0.07932412028312683,-0.028081641020253255,-0.6250201135873794,-1.5921422243118286,0.26870991960167884
