,SHAP_HUM_01,SHAP_TEMP_06,SHAP_TEMP_17,SHAP_TEMP_18,SHAP_WS_02,SHAP_OX_04,SHAP_TEMP_05,SHAP_TEMP_22,SHAP_TEMP_07,SHAP_OX_24,SHAP_OX_02,SHAP_TEMP_15,SHAP_WS_01,SHAP_TEMP_16,SHAP_NO_01,SHAP_TEMP_23,SHAP_TEMP_21,SHAP_TEMP_04,SHAP_TEMP_20,SHAP_OX_05,SHAP_OX_23,SHAP_NO2_14,SHAP_OX_21,SHAP_OX_22,SHAP_OX_01,SHAP_TEMP_03,SHAP_TEMP_10,SHAP_OX_20,SHAP_NOX_01,SHAP_TEMP_01
2019-04-06 12:00:00,5.793585205078125,6.776640129089356,-0.5502606078982353,-0.7056459760293364,0.372469961643219,-1.2826511688530444,7.218715047836303,-0.19828267991542817,4.175081086158752,-0.3723425269126892,-1.019470575451851,-1.0309358313679695,-0.47877000942826287,-1.339160120487213,-0.11435651611536742,3.2407154381275176,-0.8681241884827614,3.5166583240032194,-0.6523962169885635,1.1959350138902665,-0.6715311765670777,0.44153769314289093,-0.6180598735809327,-0.951675197482109,-2.795338070392609,2.5126983884721996,-5.443283128738403,-0.6432537972927094,-0.14891773164272307,-18.77592554092407
2019-04-22 11:00:00,-0.9206193894147873,5.030157256126404,-0.4537189342081547,-0.6227496635634452,-0.06953663881868125,-0.01493683177977798,5.036879372596741,-0.1688514649868012,3.072990560531616,-1.0617212414741517,1.0022930577397346,-0.8849039252847433,-0.2952616333961488,-1.1501307189464571,-0.11435651611536742,2.4287005305290226,-0.8545488744974137,2.625829577445984,-0.6141526237130165,-0.2561790652573108,0.11483179703354833,0.3078960080631077,-0.13148262575268746,0.8289501123130322,-5.107323241233827,1.9837951046414672,-3.2935598492622384,0.713189235329628,-0.14891773164272307,-11.785417461395264
2019-04-22 12:00:00,0.07407748443074524,4.043014490604401,-0.44299204349517823,-0.6365656893816777,-0.5999445885419845,-0.6035185232758522,4.023884320259095,-0.18243511319160463,3.022895395755768,-1.475348448753357,-0.0617930319160223,-0.8849039252847433,-0.4176005803048611,-1.2971536427736283,0.19690108712529766,2.4287005305290226,-0.9767267212271691,2.2694982647895814,-0.6428353905677795,-0.10596038140356541,0.3245285877957939,-0.09302914012223482,0.16046371161937711,-0.5768067374825477,-2.217341864109039,1.3615562937222419,-3.8508957147598273,0.2958221316337585,0.26509731262922287,-10.33910460472107
2019-05-05 11:00:00,-0.6719453528523445,5.257959198951721,-0.38935777693986895,-0.38787642391398547,-0.15793796256184583,-0.4676919236779213,5.270647478103637,-0.10998895168304443,3.373560595512391,-0.6480940103530883,0.5766586236655712,-0.8686781537777278,-0.39721076041460035,-1.066117566823959,-0.42561412751674654,1.6594235002994537,-0.6101930778473615,2.625829577445984,-0.45161703377962115,0.04425831139087677,-0.4618343744426966,0.575179435685277,-0.22879812270402913,-0.5768067374825477,-5.107323241233827,1.797123520122841,-4.0101344108581545,-0.538912046700716,-0.562932662665844,-12.026469707489012
2019-05-10 10:00:00,6.788282108306885,4.802354884147644,-0.41081150621175766,-0.48458896316587924,-0.4231419235467911,0.030338690616190416,5.270647478103637,-0.1665874511003494,2.872610569000244,0.11022264063358303,0.895884507894516,-0.7388719556853175,-0.1525328720919788,-1.066117566823959,-0.42561412751674654,2.300487762689591,-0.7323709167540073,2.625829577445984,-0.49942158311605456,-0.6066893607378006,-1.1957731813192367,0.44153769314289093,-1.3965834498405454,-1.7951293349266053,-0.4833525888621807,1.6104517418309119,-4.487850785255432,-1.1649627804756166,-0.14891773164272307,-8.410689687728881
2019-05-10 11:00:00,5.544910955429078,4.270816659927368,-0.4000846065580845,-0.5813014505431056,0.018864665180444717,-0.5129674881696701,4.023884320259095,-0.16205961108207698,2.872610569000244,0.248098335415125,-0.9130620256066322,-0.8362264707218856,-0.49915983006358156,-1.1081241875886918,-0.11435651611536742,2.3859628677368163,-0.8138228341937065,1.735000666975975,-0.5281043693423271,-0.1560332737863064,-1.1433488726615906,1.5106712698936464,-1.591214367747307,-1.7951293349266053,0.09464373141527176,0.9571008492261172,-3.691657042503357,-0.9562792152166365,0.1468073308467865,-6.723325252532959
2019-05-10 12:00:00,7.534304904937744,3.05587192773819,-0.421538320183754,-0.5674853783100844,-1.4839578092098238,-0.8751715801656246,2.4654307126998902,-0.1756431818008423,2.5219453334808355,0.17916050180792809,-1.019470575451851,-0.9660326808691024,-0.5195496304892002,-1.2341438114643097,-0.11435651611536742,2.300487762689591,-0.8545488744974137,0.7996302566723897,-0.5759090095758438,0.44484150782227516,-1.1433488726615906,1.2433879733085633,-1.3965834498405454,-1.9825634837150574,3.5626217842102053,0.3970857333391905,-4.0101344108581545,-0.8519373863935471,0.32424227613955736,-4.312805533409119
2019-05-10 13:00:00,8.031653451919556,1.5371910780668256,-0.48589941784739493,-0.5951175469905138,-1.5723591566085815,-1.644855323433876,0.8290545456111431,-0.18243511319160463,1.720425093173981,0.17916050180792809,-1.6579223334789277,-1.0147100698202849,-0.437990390881896,-1.402169939875603,-0.42561412751674654,2.5569133758544926,-0.9224254488945007,-0.0021158054471015902,-0.6428353905677795,0.8454247623682022,-1.2481974184513094,1.7779547840356826,-1.2992679893970487,-1.7951293349266053,12.810563468933106,0.17930205119773743,-4.248992681503296,-1.1649627804756166,-0.08977267127484086,-2.866493439674377
2019-05-11 09:00:00,0.3227517530322075,3.739278185367584,-0.05682526975870132,-0.08392283916473389,-0.5115432918071747,0.7094713949598372,5.192724657058717,-0.05565432831645012,1.9208052277565002,-0.5791561588644981,2.1727880358695986,-0.43058226406574257,0.051365310326218626,-0.5830425197258592,0.19690108712529766,0.7191959723830224,-0.012878917437046783,2.581288290023804,0.07423320291563867,-0.706835252046585,-0.5142585836350918,4.049863648414612,1.9121416926383972,-0.10822111628949642,-6.841312503814697,1.9837951046414672,-2.4973659992218016,4.156467700004578,0.6199672609567642,-11.544365501403808
2019-05-11 10:00:00,2.0634715080261232,4.194882547855379,-0.1533669613301754,-0.12537105679512023,0.9028779685497283,0.030338690616190416,3.9459617137908944,-0.04207067703828214,2.1712801933288572,-0.6480940103530883,0.25743277072906495,-0.5117111332714558,-0.1525328720919788,-0.7090621367096902,2.064446902275086,0.29181980611756453,0.0006963867694139314,2.2694982647895814,0.03598951983731241,-0.9071268498897552,-0.199713426316157,3.248013913631439,3.3718734979629517,1.3912529468536374,-10.88728609085083,1.6726757631156943,-2.258508110046386,3.634758806228638,1.6845772027969361,-9.133845376968384
2019-05-11 11:00:00,5.544910955429078,2.9799377799034117,-0.21772807042925707,-0.24971568882465361,0.018864665180444717,-0.33186542764306065,3.4005031108856203,-0.039806720428168775,2.471850407123566,-1.0617212414741517,1.0022930577397346,-0.5441626697778702,-0.5195496304892002,-0.8140785157680511,-0.11435651611536742,0.03539409106597306,-0.05360487438738344,1.8240836054086684,-0.2986424371600151,-0.1560332737863064,0.6390737563371658,3.6489388823509215,2.885296297073365,2.797009515762329,9.34258508682251,0.8015411177650094,-2.736224412918091,2.0696324110031132,0.4425322514027357,-6.723325252532959
2019-05-11 12:00:00,6.042259216308594,2.44839962720871,-0.2713623622432351,-0.3326121337711811,-1.5723591566085815,-1.1468246538192033,2.6212761878967283,-0.048862515576183804,1.6703299522399901,-2.164727330207825,-2.7220086097717284,-0.6901946138590574,-0.31565147265791893,-0.8560850411653519,-0.7368717432022095,-0.00734347384423017,-0.5287411160767079,0.5769230186939239,-0.32732521146535876,0.2445499248802662,1.4254367411136633,1.5106712698936464,1.4255645036697389,2.3284239888191225,20.902513313293458,0.490421574190259,-2.736224412918091,1.652265238761902,-0.2672076858580112,-4.794909191131592
2019-05-23 13:00:00,4.798887944221497,1.3093889236450196,-0.34645033739507197,-0.42932462878525257,-0.68834587931633,-1.2373756919056176,0.2835957042872906,-0.11451679617166517,1.6703299522399901,-0.3723425269126892,-1.019470575451851,-0.755097684264183,-0.6214987874031067,-1.0031078621745109,-0.42561412751674654,1.274785006046295,-0.5423164495499805,0.13150855151470747,-0.41337343454360964,0.645133113116026,-0.6715311765670777,-0.6275959819555282,-0.9100062154233456,-1.0453922927379609,3.5626217842102053,-0.1629293993115425,-2.576985478401184,-1.1649627804756166,-0.38549764528870584,-4.794909191131592
