,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_21,SHAP_HUM_02,SHAP_OX_02,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_20,SHAP_TEMP_05
2019-04-22 10:00:00,-20.902157783508297,-44.78505325317384,-8.44208459854126,2.4977657556533814,-1.1468697741627696,3.779309797286987,1.8807264924049378,29.432882881164552,-12.353812837600708,17.572143745422363
2019-04-22 11:00:00,-8.075429677963257,-36.93608741760254,-6.213154220581055,2.4689474344253535,-1.8793452084064484,1.785846111178398,1.8807264924049378,25.903956604003906,-13.63374490737915,15.542094612121582
2019-05-10 09:00:00,-16.092133617401124,-35.95496807098389,4.931492948532105,2.372885608673096,-3.2527368783950807,2.5107419252395626,-1.6647347211837769,32.07958068847656,-10.608451318740844,18.4421648979187
2019-05-10 10:00:00,-2.463736534118652,-32.03048515319824,7.717655038833618,2.324854588508606,-4.0767714262008665,0.6985023930668831,-8.046564865112305,25.02172508239746,-10.84116587638855,16.84712591171265
2019-05-10 11:00:00,8.759648180007934,-22.7098388671875,9.389351797103881,2.3440670728683477,-4.534568929672242,-2.382304775714874,-7.337473011016845,18.25794620513916,-11.422952508926391,13.367041826248169
2019-05-10 12:00:00,12.768000602722168,-19.766475486755372,9.389351797103881,2.3920979976654055,-4.80924711227417,-4.9194401025772105,-0.24655009508132936,9.435623979568481,-12.004741287231447,10.031961822509766
2019-05-10 13:00:00,15.974681282043457,-15.841993522644042,13.28997859954834,2.4401283740997313,-4.80924711227417,-5.8255604028701775,-0.9556423366069794,7.083004522323608,-12.470170259475708,5.681857466697692
2019-05-10 14:00:00,19.18136215209961,-12.40807123184204,12.17551317214966,2.478553295135498,-5.45016303062439,-6.550455713272095,-1.6647347211837769,1.4955351173877716,-13.284672594070434,4.52182924747467
2019-05-10 15:00:00,19.18136215209961,-9.955268287658692,13.28997859954834,2.545796418190003,-5.267044138908386,-7.275350904464721,-3.082919192314148,-0.26892947331070904,-13.63374490737915,1.766762626171112
2019-05-10 18:00:00,15.974681282043457,-30.55880355834961,1.5880987048149109,2.8147704124450685,-3.527415370941162,-7.275350904464721,-17.973856830596922,-6.1504768371582035,-17.938971900939944,-1.2783110097050667
2019-05-10 19:00:00,8.759648180007934,-35.95496807098389,-3.4269927024841307,2.9300435304641725,-3.527415370941162,-6.550455713272095,-14.428395080566407,-2.3274707198143005,-18.6371169090271,-2.003328043222427
2019-05-11 09:00:00,-16.092133617401124,-43.80393447875977,-5.655921840667725,1.9502135634422302,-1.6046668358147145,2.8731898367404947,1.8807264924049378,29.138807487487792,-5.256007099151611,16.267111206054686
2019-05-11 10:00:00,-6.472089004516602,-33.50216655731201,-2.869760286808014,1.8829703629016876,-2.3371423065662382,0.6985023930668831,-3.7920114517211916,25.903956604003906,-4.674219727516174,15.397091579437255
2019-05-11 11:00:00,8.759648180007934,-25.65319995880127,-0.6408306509256363,1.8349393784999848,-2.794939434528351,-1.4761851474642753,-0.24655009508132936,19.434254264831544,-6.1868671655654905,13.802052974700928
