,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_24,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_22,SHAP_NOX_02,SHAP_PM25_01,SHAP_NO2_02,SHAP_SPM_02,SHAP_TEMP_23,SHAP_TEMP_07,SHAP_PM25_09,SHAP_TEMP_02,SHAP_OX_07,SHAP_OX_13,SHAP_TEMP_08,SHAP_NMHC_21,SHAP_WS_02,SHAP_SPM_16,SHAP_NO2_15,SHAP_OX_19,SHAP_PM25_11,SHAP_TEMP_11,SHAP_NO2_16,SHAP_OX_06,SHAP_HUM_02
2019-04-06 14:00:00,-9.849964904785157,-12.068334674835205,4.093248605728149,1.397598934173584,-0.5869460940361024,-0.23977391831576828,0.5048540139570832,-0.46381184458732605,-0.666183802485466,-0.007840445078909403,-0.9539202809333801,0.15349272079765797,0.5928390055894852,0.41802933290600774,3.319265627861023,0.6315997004508973,2.856737565994263,0.013028553687036037,1.7179254055023194,4.32252037525177,-0.15189377181231972,-0.2497393231838941,-0.5078334540128708,0.1656444825232029,0.1573500876314938,0.06471666581928728,-2.3341302633285523,0.26099281311035155,-1.2634978294372559,-1.1023335337638855
2019-04-22 13:00:00,-12.410400772094729,-5.735026454925537,0.2562236309051514,2.1913182497024537,-0.3845308959484101,-0.12354401737684384,0.3191138569265603,-0.07858762106625361,0.030008862842805666,-0.1525185324251652,-0.16917333528399472,-0.3108967393636704,-0.13039484787732364,0.4094272568821907,2.312410712242126,0.11959525868296621,1.7710860311985015,-0.16609584633260963,0.3380007579922676,3.2172000288963316,-0.25479751378297805,-0.13026141375303268,-0.030671641090884827,0.005868295510299484,0.19735527988523244,-0.03445703356992451,-1.563212263584137,0.1912744492292404,-0.18582595267798752,0.32258556634187696
2019-04-22 14:00:00,-4.729092025756836,-5.1171423435211185,0.2562236309051514,0.2070199728943407,-0.26308180540800097,-0.21530446410179138,0.28068487308919426,-0.2813372351229191,-0.18420423261122776,-0.03677606987766921,0.48478242754936207,0.03739536032080647,0.09213866889476777,0.4868460148572922,1.844942080974579,0.05559468634892253,1.2670333981513977,-0.14756574369966985,0.10008271923288703,2.592453849315643,-0.25479751378297805,-0.2497393231838941,0.05608507459983227,-0.39357216060161593,0.17335217595100402,-0.03445703356992451,-1.763079833984375,-0.017880641296505885,-0.6861736088991165,0.03760173730552196
2019-05-05 13:00:00,-20.945190238952637,-6.352910232543945,1.2571867108345034,1.9267452001571652,-0.42501393109560015,-0.21530446410179138,0.3255187083035707,-0.1596874579787254,-0.6126304984092713,0.0644985845312476,-2.0002492547035216,0.4437361255288126,1.149172818660736,0.2545898586511611,2.420288097858429,0.6315997004508973,1.6935394763946534,-0.12903563268482682,0.6710860192775726,3.361372375488281,-0.15189377181231972,-0.040652986243367155,-0.681346920132637,0.8047492325305938,0.19735527988523244,0.006865345453843516,-1.8201847791671752,0.330711142718792,-0.5707087248563766,0.09459847919642925
2019-05-10 12:00:00,-16.677796173095704,-3.8813751935958862,4.426903080940247,1.6621719479560852,-0.9108103007078171,-0.2948301973752678,0.22944619953632356,-0.0988625757396221,-0.9339503049850464,-0.12358291894197464,-0.5615467488765716,-0.25284806489944456,0.8153725743293763,0.33200853653252127,2.420288097858429,0.18359579816460608,1.1894870281219483,-0.20933275818824768,-0.470920592546463,3.073027944564819,-0.4091531053185463,-0.2497393231838941,-0.7681036442518234,0.9645254254341126,0.12534591369330883,-0.00966360741294918,-1.5061072230339052,0.26099281311035155,-0.1473376544425264,-0.931343287229538
2019-05-10 13:00:00,-3.0221342086791987,-2.9545497179031375,4.7605577468872085,0.8684526979923248,-0.9917764037847518,-0.2948301973752678,0.18461237624287605,-0.4435369186103344,-0.8268436908721923,-0.1669863484799862,-0.8231290221214295,-0.4269940823316574,0.7041058123111725,0.38362101316452024,1.844942080974579,0.2475963681936264,0.8017542600631714,-0.1537424494046718,-1.5177598237991332,2.7366261243820187,-0.306249363720417,-0.279608802869916,-0.7247252196073533,0.8047492325305938,0.08534072488546371,-0.0261925560655072,-1.6203173279762269,0.8187396883964538,-0.6091970205307007,-1.387317383289337
2019-05-10 14:00:00,9.780048274993897,-2.800078582763672,4.927384901046752,-1.248131960630417,-0.9108103007078171,-0.30706490594893693,0.12056405041366818,-0.46381184458732605,-0.773290514945984,-0.06571168461814522,-0.43075563609600065,-0.07870200553443282,0.4815722942352295,0.4094272568821907,1.1257599771022797,0.37559745609760287,0.5691146574914455,-0.07962199840694664,-2.564599299430847,1.9677077531814575,-0.4091531053185463,-0.1601308792829514,-0.6379684895277024,1.1243015885353087,0.11734489100053906,-0.03445703356992451,-1.7059748291969299,0.679302978515625,-0.9171033024787902,-1.5013109505176545
2019-05-10 15:00:00,5.512654638290405,-3.4179623126983643,4.260075855255127,-3.232430267333984,-0.8703273445367813,-0.2948301973752678,0.08213506396859883,-0.5854616314172745,-0.9339503049850464,0.006627357192337521,-0.29996448159217837,0.15349272079765797,0.2590387865900993,0.4524376019835472,0.37061876356601714,0.37559745609760287,0.5303414307534695,-0.030208371207118046,-2.564599299430847,1.0065596461296082,-0.4091531053185463,0.07882492132484913,-0.6379684895277024,2.9617277145385743,0.0773396860808134,-0.0261925560655072,-1.7059748291969299,0.9581764519214631,-1.5714039862155915,-1.5583077549934383
2019-05-11 11:00:00,-8.143007802963258,-5.4260844707489015,3.0922855615615843,4.175616693496705,0.4656128227710724,-0.18471764009445904,0.31270900592207906,0.14443694762885567,1.7972672700881958,-0.49974593222141267,-0.16917333528399472,-1.3557730972766877,-0.01912808846682311,-0.12390149589627981,2.384328746795654,-0.13640698883682487,1.5772197246551514,-0.2216861940920353,1.4324237346649171,2.400224208831787,-0.15189377181231972,0.2580417595803738,0.012706719851121285,2.003070604801178,0.34137401878833773,-0.05925046605989335,-0.9921619296073914,2.1433884620666506,0.4299865633249283,-0.13338854355970395
2019-05-11 12:00:00,8.92657012939453,-4.190317177772522,3.4259399652481077,-0.45441275238990786,1.0728583633899693,-0.08683984316885472,0.24866071343421942,-0.22051233276724816,1.5295008778572081,-0.19592196196317668,0.48478242754936207,-0.5430914998054505,0.3703055441379547,-0.13250355497002603,1.8089830994606015,-0.5204103410243988,1.1894870281219483,-0.246393008902669,2.479263114929199,2.6885687708854675,-0.20334563199430705,-0.279608802869916,-0.11742832949385047,2.242734849452972,0.22135843560099605,-0.05925046605989335,-1.1634770452976224,1.7250783085823058,-0.1473376544425264,-0.931343287229538
