,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_24,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_22,SHAP_NOX_02,SHAP_PM25_01,SHAP_NO2_02,SHAP_SPM_02,SHAP_TEMP_23,SHAP_TEMP_07,SHAP_PM25_09,SHAP_TEMP_02,SHAP_OX_07,SHAP_OX_13,SHAP_TEMP_08,SHAP_NMHC_21,SHAP_WS_02,SHAP_SPM_16,SHAP_NO2_15,SHAP_OX_19,SHAP_PM25_11,SHAP_TEMP_11,SHAP_NO2_16,SHAP_OX_06,SHAP_HUM_02
2019-04-29 13:00:00,16.67534532546997,2.711419129371643,3.1809144973754884,-1.3615761518478395,0.29402578957378867,0.20950622092932464,-0.45198962539434423,-0.19379491480067373,1.0670610249042511,-0.05170902302488682,-0.23888553231954573,-0.005225067294668378,0.16397940816823392,-0.21027189502492546,0.9967048168182371,0.0570035947486758,-2.5044945359230044,0.024564932286739317,0.3627252101898193,0.6262377079576255,-0.04338393989019094,0.08892619013786313,-0.15658140629529954,-0.11205249363556505,-0.21522976644337177,-0.043442088644951554,-0.6597446724772453,-0.04730285238474603,-0.039795628516003455,-1.6704633831977844
2019-09-14 14:00:00,11.102254104614257,8.951668071746827,-0.37033495903015134,-0.01786102994810787,0.045541542256250976,0.07061214614659547,-0.952470576763153,0.03987900437787174,0.2980057895183563,0.08108801972120999,-0.00521285068243739,-0.10794749334454534,-0.048537816666066616,0.39741843193769444,0.1680076750461012,0.10275919213891027,-7.175306987762451,-0.34407577812671664,-0.08826693054288623,0.7026520386338234,-0.02788903405889865,-0.013517660647630655,-0.11280968114733696,-0.1925218224525452,-0.07937189294025301,-0.03767983347643163,-0.052592546306550525,-0.1412007376551628,0.008890495332889246,0.3135704636573791
2020-01-13 02:00:00,-12.118953132629393,-9.184049034118653,-1.291029143333435,1.0272506952285767,-0.2893719956278801,-0.10300535038113594,1.1230521254241466,0.062133657000958895,-0.7640228122472764,0.1557863242924213,0.13499072715640067,-0.2620311290025711,-0.009898297124891497,-1.508050835132599,1.5409241378307341,-0.1260187968611717,5.902967548370361,-0.15975541323423387,0.07788802683353424,0.5923831388354303,0.08057541949674485,-0.45744098871946337,-0.0690379589796066,0.12935558166354894,0.06327894162386656,0.019942772993817904,-0.8132774859666825,0.21091629266738893,-0.026517559681087703,0.6111753582954408
2019-08-22 07:00:00,-0.0439255565404892,9.049172019958496,-2.737835621833802,-0.01786102994810787,-0.07329875361174343,-0.03934563733637329,-1.3204706907272339,-0.03801231989637015,0.15151905976235863,-0.06830862229689953,-0.19215101450681688,0.015319434367120252,0.12533993739634752,0.8918102629482746,-0.685426977276802,0.034125801504660505,-7.8759300231933596,-0.15975541323423387,0.1490973250940442,0.7655247773975133,0.03409065264277157,-0.06473959647119043,-0.054447400756180264,-0.1321698096580803,-0.31033043488860146,-0.03191756145097312,0.4149842536076903,-0.1177262581884861,3.8468212733276834e-05,2.0992013812065125
2020-01-12 05:00:00,-20.478592681884766,-10.256595039367676,-0.7649180710315704,2.072362554073334,-0.23535369187593455,-0.05092015154659746,1.4910528928041455,0.20678896233439445,-0.9105096906423569,0.1972854405641556,0.41539799571037295,-0.31339230090379716,-0.16445630565285682,-1.394752949476242,1.7017157077789307,-0.40055240094661715,7.226363611221314,-0.5020644903182984,-0.3018948145210743,0.5778737138025463,0.17354487394914028,-0.16718345638364554,-0.0690379589796066,0.08912091795355079,0.015728651452809557,0.04875407209619877,-0.9040009140968323,0.14049288034439086,0.05757658598013221,0.6111753582954408
2019-05-16 19:00:00,20.39073467254639,4.954008889198303,0.5503594279289246,-1.5108781099319457,-0.10570976000417431,0.053250407450832406,-0.9966303467750551,-0.3161955315619708,-0.32456277310848236,-0.0849082688335329,-0.19215101450681688,0.015319434367120252,-0.009898297124891497,-0.07637401819229125,-0.41331733763217926,-0.1031410276889801,-5.384829330444337,0.946166455745697,0.19657018855214117,0.7481139533221721,-0.04338393989019094,0.020630285656079612,0.003914893139153689,0.16959024891257288,-0.0555967785825487,-0.026155299763195174,0.05208883732557297,0.21091629266738893,-0.19027986815199258,-0.9760512411594391
2019-07-04 12:00:00,-6.54586443901062,7.294100427627564,-3.000889897346497,1.6991079926490784,0.5209027901291848,0.27316603362560277,-1.3204706907272339,0.20678896233439445,1.7262513995170594,0.0976876303553581,-0.33235449641942977,-0.06685849125497041,-0.1258168041706085,0.9021103218197822,-0.37621145127341155,0.07988137453794476,-8.34301028251648,-0.5547275900840759,-0.37310395836830146,0.7403759478591383,0.01859572978573848,0.14014815017580987,0.01850545732304451,0.22994234338402744,-0.20843694731593132,-0.05496661020442841,0.19864278025925156,0.3987120792269707,0.06642864538007413,2.1984020948410032
2020-03-10 12:00:00,-16.76319580078125,0.27382266763597723,-3.132418632507324,1.5498065710067748,0.06714883614331482,0.07061214614659547,0.19569107592105867,0.20678896233439445,0.48111416101455695,0.39648091048002254,0.32192891985177996,-0.27230330556631094,-0.029218055773526385,-0.12787323333323003,0.9595990777015686,0.011247988347895446,-0.7918639659881592,-0.423070128262043,0.1490973250940442,0.6339758083224296,-0.04338393989019094,-0.3549971774220466,-0.08362854011356831,-0.07181783420965074,-0.14730089716613293,-0.020393033581785826,-0.5899567738175392,-0.07077727699652311,0.06200261362246236,2.4960067749023436
2019-06-11 07:00:00,-1.9016224980354308,1.6388768315315247,-1.6856126666069031,0.20609147921204563,-0.05169139886274934,-0.010409370949491865,-0.09870932265184817,-0.026884982176125016,0.041654009441845094,-0.018509762916983162,-0.42582370340824127,-0.04631400926155035,0.2026188650168479,-0.26177106872200967,0.6503836065530777,0.12563700340688227,-1.4924856007099152,0.07722786422818897,0.3627252101898193,0.6581575512886048,-0.02788903405889865,0.3450359165668488,-0.1711719714105129,-0.11205249363556505,-0.1269222043454647,-0.05496661020442841,-0.40153050124645234,-0.07077727699652311,-0.04864763282239434,1.6031919360160831
2019-08-03 21:00:00,-17.692040824890135,12.266797351837159,-2.3432507753372187,1.848410725593567,-0.332586658000946,-0.11457982435822486,-1.968151593208313,0.20678896233439445,-1.0203747868537902,0.0976876303553581,-0.23888553231954573,-0.1695809006690979,0.028741165157407496,0.8300111539661884,-1.2420146763324735,-0.08026324994862077,-10.678415679931641,0.024564932286739317,-0.39684050083160405,0.8158232063055039,-0.058878881309647094,0.1742960734292865,0.03309602718800304,-0.09193515279330314,0.10403636768460274,-0.014630781020969102,0.7429857419803738,-0.02382838453631845,-0.026517559681087703,1.5039903998374942
