,SHAP_NMHC_01,SHAP_NMHC_02,SHAP_NMHC_03,SHAP_NMHC_04,SHAP_NMHC_05,SHAP_NMHC_06,SHAP_NMHC_07,SHAP_NMHC_08,SHAP_NMHC_09,SHAP_NMHC_10,SHAP_NMHC_11,SHAP_NMHC_12,SHAP_NMHC_13,SHAP_NMHC_14,SHAP_NMHC_15,SHAP_NMHC_16,SHAP_NMHC_17,SHAP_NMHC_18,SHAP_NMHC_19,SHAP_NMHC_20,SHAP_NMHC_21,SHAP_NMHC_22,SHAP_NMHC_23,SHAP_NMHC_24,SHAP_NOX_01,SHAP_NOX_02,SHAP_NOX_03,SHAP_NOX_04,SHAP_NOX_05,SHAP_NOX_06,SHAP_NOX_07,SHAP_NOX_08,SHAP_NOX_09,SHAP_NOX_10,SHAP_NOX_11,SHAP_NOX_12,SHAP_NOX_13,SHAP_NOX_14,SHAP_NOX_15,SHAP_NOX_16,SHAP_NOX_17,SHAP_NOX_18,SHAP_NOX_19,SHAP_NOX_20,SHAP_NOX_21,SHAP_NOX_22,SHAP_NOX_23,SHAP_NOX_24,SHAP_OX_01,SHAP_OX_02,SHAP_OX_03,SHAP_OX_04,SHAP_OX_05,SHAP_OX_06,SHAP_OX_07,SHAP_OX_08,SHAP_OX_09,SHAP_OX_10,SHAP_OX_11,SHAP_OX_12,SHAP_OX_13,SHAP_OX_14,SHAP_OX_15,SHAP_OX_16,SHAP_OX_17,SHAP_OX_18,SHAP_OX_19,SHAP_OX_20,SHAP_OX_21,SHAP_OX_22,SHAP_OX_23,SHAP_OX_24,SHAP_TEMP_01,SHAP_TEMP_02,SHAP_TEMP_03,SHAP_TEMP_04,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_TEMP_07,SHAP_TEMP_08,SHAP_TEMP_09,SHAP_TEMP_10,SHAP_TEMP_11,SHAP_TEMP_12,SHAP_TEMP_13,SHAP_TEMP_14,SHAP_TEMP_15,SHAP_TEMP_16,SHAP_TEMP_17,SHAP_TEMP_18,SHAP_TEMP_19,SHAP_TEMP_20,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_TEMP_23,SHAP_TEMP_24
2019-10-09 05:00:00,0.40932352989912035,-0.1788655787706375,0.06899678520858286,0.09290010184049605,0.10415134159848094,-0.004573596315458435,0.25013443678617475,0.24182443618774413,-0.02387840804294681,0.364324352145195,0.3153527803719044,0.14661005418747663,0.0009401875082403275,0.06775657562538981,0.2623591244220734,0.30182150304317473,-0.13273217082023617,-0.17557216361165046,0.08269194215536116,-0.021555273677222382,0.09514360576868056,-0.1159529328346252,-0.045062850415706616,0.0769156504422426,-0.12625840641558167,-0.3946801021695137,0.3155744731426239,-0.22662171274423598,-0.17341509722173215,0.40796801149845124,-0.03696194244548676,-0.09083236362785099,-0.044431271054781944,-0.13289848603308196,-0.3439554676413536,-0.001331831980496643,0.15365209877490998,0.07307896744459866,-0.20924818217754365,-0.3790984809398651,-0.17743293568491936,-0.0970444470643997,-0.09253841666504739,-0.02910599010065194,-0.13375186026096342,-0.06816293820738792,0.0010338414402212641,-0.23808629661798478,1.1517388761043548,0.3128720358014107,0.018228307040408214,-0.21316015645861625,-0.22717071920633317,-0.30418180674314504,0.2440847188234329,-0.24318505376577376,-0.16695131259039045,0.3635523453354836,-0.039644395885989045,0.036782772699370955,-0.06563310548663137,-0.12368694171309469,-0.010077246977016268,-0.11203708425164223,-0.08171914387494325,-0.24481389224529262,-0.0880802628584206,-0.11151327453553676,0.029426946118474,0.010400715377181728,-0.42148088216781615,-0.07137116529047491,1.6926223635673523,-1.3969354033470154,-1.0946957290172574,-1.1776445150375368,-0.7076185286045075,-0.36457800865173345,-0.3505142264068127,-0.28646169975399977,0.02408589262049643,-0.012832953780889481,0.203904003277421,0.14827079977840185,0.3576755985617638,0.5417509257793427,-0.33781963363289835,0.026816113363020137,-0.32616171501576896,0.05677703078836201,0.09980322271585462,0.26005515009164804,0.001510839455295368,-0.21474546901881694,-0.08474806416779757,0.15235538843553514
2019-08-05 12:00:00,-0.48753293454647073,-0.28634278923273093,-0.26405258923769,-0.06534918793477115,-0.012336084339767685,-0.009379500034265187,0.17254310697317124,0.10916041163727638,-0.031847122032195294,0.002261807676404716,0.012144391657784536,-0.032716337870806425,-0.08202799968421456,-0.0694783620536327,-0.14731923788785933,-0.08582216091454029,0.00155930920736859,0.04289138093590732,0.08589460030198096,0.19531322568655013,0.1734424464404583,-0.04728028969839213,-0.038025382813066215,0.016831838432699406,-0.11489084418863056,0.14744278267025948,0.14730401933193207,0.08154237754642961,0.03383536437759171,-0.3984232753515244,-0.5135335892438888,-0.12196083363378421,0.060891578393056964,0.03816483300179239,0.1642578519880771,0.0692789024673402,-0.12371041476726534,-0.03071028750273394,0.38566682636737826,0.24289847910404205,-0.04489027624949811,-0.24743316769599916,0.02257549399510025,0.13099066577851773,0.22713131159543992,0.2664857178926468,0.21817270070314407,-0.5444201767444611,6.281962823867798,0.3128720358014107,0.3076633602380753,0.20558980777859687,-0.07860150129999963,0.6935333520174026,0.6436968743801117,-0.39124036729335787,-0.2057973150163889,0.40493149906396864,-0.03211775543168186,0.06686456575989722,-0.32051393836736686,-0.44258069396018984,-0.16807204037904735,-0.13392263948917388,-0.09307297039777039,-0.057331285811960675,0.11295856386423109,0.4787686765193939,-0.0949351305142045,-0.048753838520497056,1.6426577925682069,0.3148104086518288,21.798230361938476,-8.04811863899231,-4.981175565719605,-4.578808546066284,-1.669691282510757,-0.28980497606098654,-0.22419646084308628,-0.46628144495189183,-0.08909189645200967,-0.4442447528243065,0.2772962134331465,-0.016557268053293238,0.183649141038768,0.5683338588103651,-1.1075174033641817,0.4124332407489419,-0.9314108597114682,-0.30781625770032406,0.5218145977705715,2.0226322531700136,4.724205541610717,1.0085920948535203,0.6971426092088222,-2.1421664118766786
2019-09-23 09:00:00,-0.8462755918502808,-0.2668014779686928,-0.11266657710075376,0.03535489481873807,0.08085384824080391,-0.006633271463215326,-0.2542093649506569,-0.12300156019628047,-0.033241666876710915,0.026399307406973084,-0.018176454212516513,-0.026532671414315655,-0.07511401548981664,-0.04203135911375282,-0.2155989333987236,-0.08582216091454029,0.053209904022514784,0.13027681931853297,0.10511052608489987,-0.17646136730909348,-0.1397528082132339,-0.13884378001093864,-0.06265644337981938,-0.023224038071930384,-0.09540351410396396,0.32815038561820986,0.16833778023719786,-0.11456203050911422,-0.15614421218633653,0.3183691740036011,0.21965365931391717,0.18932389765977858,0.13110679537057876,0.07074832064099607,0.24048991799354552,0.08340107235126196,-0.15144673511385917,-0.03071028750273394,0.38566682636737826,0.18366066366434095,-0.036054090311517906,-0.24743316769599916,0.030249737761914704,0.18435621187090873,0.32555371820926665,0.3780352503061295,0.3267421126365662,-0.5444201767444611,-14.971820163726807,-0.229390973597765,0.5707861781120301,0.18564935997128487,-0.13912973403930665,0.14306979179382323,0.17748271673917768,-0.01287695228820664,-0.056887433305382686,-0.07092888741753993,-0.06523510701954362,0.014221400115638935,-0.014656948903575523,0.11548344902694226,0.18302744776010513,0.01198103427886961,-0.0022419428918510494,0.22389254570007325,0.23175436891615386,0.41495450139045714,-0.03925060485489664,-0.021451752539724058,0.5286779373884201,0.0862539844587445,6.436643171310425,-2.3762507200241085,-1.3637596368789668,-1.2679404854774474,-0.7276615291833878,-0.3725538045167923,-0.37911445274949074,-0.28313176445662974,0.025882285949774063,0.005395708605647106,0.1988072328269481,0.16523824802134185,0.36976075470447545,0.5385179728269578,-0.30116733796894546,0.1110313865356147,-0.525694539397955,-0.1319159373641014,0.32359695360064505,1.0191214293241502,2.066076815128327,0.25988282039761545,0.18809906914830207,-0.5413375735282898
2019-09-07 06:00:00,-1.743131732940674,-0.35473746061325073,-0.41543889045715343,-0.10850806683301925,0.040915307402610755,-0.007319829397601993,-0.13782239183783532,-0.12300156019628047,-0.03503462523221966,-0.03394443239085375,-0.0030160295485984205,-0.05126733863726256,-0.07511401548981664,-0.1380958415567875,-0.2155989333987236,-0.16888864114880558,0.04287976566702123,0.0865840785205364,0.08909723833203313,0.1023695737123489,0.2908905953168869,0.1358467727899551,-0.009875636978540575,0.45744640529155733,-0.09540351410396396,0.20767870843410496,0.14730401933193207,0.1655871257185936,-0.08706075800582766,0.22877004444599153,0.14633486084640024,0.15819547101855277,0.13110679537057876,0.07074832064099607,0.2150792397558689,0.07869365708902476,-0.20691917687654496,-0.04553734203800555,0.38566682636737826,0.21327954530715942,-0.036054090311517906,-0.24743316769599916,0.007226967532187709,0.09541360456496475,0.03028587119188155,-0.14252927750349048,-0.2884847342967988,1.7837163090705868,-21.567824172973634,-0.4512258470058441,0.8865332812070845,0.5246373444795609,-0.045586095005273816,0.6591292887926101,0.5104927986860275,-0.2925369367003441,-0.17342557432129976,0.3221732586622238,-0.03813907998774084,0.051823637820780255,-0.18457748517394065,-0.20341040194034576,-0.027632248657755522,-0.06097079524770375,-0.04765747785568235,0.3020102113485336,0.22261625602841378,0.5266293972730638,-0.037394444062374514,-0.009620816470123795,-0.3231886744499206,-0.17382750660181046,9.034560298919677,-3.518786072731018,-2.649286675453186,-2.712683951854706,-1.2487843215465546,-0.3117384061217308,-0.22419646084308628,-0.5029112109914422,-0.09987091869115829,-0.43816849365830424,0.278315506502986,-0.02867718618363142,0.1546447739005089,0.5762366645038128,-1.4465507507324218,0.6074584260582924,-1.1708499119617044,-0.38777108676731603,0.5218145977705715,1.5208769083023073,2.8660961866378782,0.4270057395100594,0.29805252179503444,-0.7414408951997757
2019-09-15 12:00:00,0.05058097839355467,-0.21794824302196503,-0.1732209987938404,-0.050962869380600725,0.020946019981056427,-0.009379500034265187,0.13374743424355984,0.026245432905852756,-0.030253361421637225,0.09881182438693939,0.1485881466418505,0.10950801931321619,0.014768235571682423,0.026586073846556223,0.22821921110153198,0.21875497996807097,-0.06042139814235268,-0.11003307439386842,0.08269194215536116,0.04040716290473936,-0.1006034269928932,0.04428322773892428,-0.048581561259925334,0.056887719593942135,-0.1278823561966419,-0.45491609275341033,0.25247312188148496,-0.1425769694149494,-0.03524811186362053,-0.2640247762203216,-0.03696194244548676,0.09593848437070845,0.07844539303332566,0.02187309777364132,0.11343652456998823,0.0480957110848976,0.04270708095282312,0.013770814472809404,-0.07196007966995237,-0.08290946483612058,-0.11557971015572546,-0.18591045290231706,-0.031144344247877577,0.13099066577851773,0.2599387571215629,0.2664857178926468,0.18198289275169377,-0.36061976552009584,10.679298782348633,0.5593550950288773,0.018228307040408214,-0.03369588996283708,-0.12262201681733127,0.6247253835201264,0.5326935440301895,-0.2925369367003441,-0.16047692932188512,0.28079399839043623,-0.039644395885989045,0.05809070933610198,-0.28652981519699094,-0.30970829725265503,-0.09785207845270634,-0.08285634126514195,-0.06658059111796318,-0.02608419523749033,0.09468233175575733,0.2554188027977944,-0.022545237909071116,-0.01326110300142314,0.3648573368787766,0.07049146723002193,12.649049472808837,-4.661320304870605,-2.978143072128296,-2.712683951854706,-1.0683953642845154,-0.3506204105913639,-0.376731076091528,-0.26981177367269993,0.027678799326531577,0.005395708605647106,0.203904003277421,0.1506946749985218,0.36492671966552737,0.5399548768997193,-0.3561458759009838,0.06670754733495411,-0.38602158771827816,-0.016781376302242263,0.22129117883741856,0.5945587515830992,1.3950928568840026,0.13955450444482267,0.12701388262212276,-0.5413375735282898
2019-06-12 05:00:00,-0.03910464495420456,-0.25703082978725433,-0.1429438091814518,-0.06534918793477115,0.03758709076791999,-0.007663108617998618,0.05615605292841789,-0.02350356713868675,-0.03304244763858148,-0.03394443239085375,0.012144391657784536,-0.06363468039780851,-0.10968409329652787,-0.12437232434749598,0.12579964436590674,-0.19657753333449363,0.06353999227285383,0.10843043774366382,0.09870521053671837,-0.1454801619052887,-0.2572010323405266,-0.2532982945442199,-0.06617514519020913,-0.06327992696315048,-0.11489084418863056,-0.0935007132589817,0.2104053869843483,-0.058532221708446706,-0.08706075800582766,-0.04002712357323613,-0.22025870084762572,0.08037424348294733,0.07844539303332566,0.02187309777364132,0.08802584037184713,0.055156761559192066,-0.12371041476726534,-0.03812382898759094,0.1568533919751644,0.24289847910404205,-0.036054090311517906,-0.24743316769599916,0.007226967532187709,0.11320218518376353,0.2599387571215629,0.11775291711091992,0.14579312577843667,-0.2993529707193374,-8.375820684432984,0.06638877247460183,0.3076633602380753,0.06600646320730445,-0.16664251089096066,0.14306979179382323,0.2440847188234329,0.03647480150684711,-0.005092732748016661,-0.1950663611292839,-0.07426708482671526,-0.010846735304221545,0.3081920228898526,0.6469732284545898,0.48146185278892517,0.14329428686760368,0.028035046905279155,0.2551396291702986,0.17692548595368862,0.2075580671429634,-0.00955219072056934,-0.0032503252150490438,0.03721638056449589,0.0074414154049008575,-1.808915901184082,0.2352568862959743,0.3702081836760044,0.26709828078746795,-0.2666685074567795,-0.4144266381859779,-0.4601484786719084,-0.1565920665860176,0.07618362669018094,0.02970058843493461,0.2028846375644207,0.14827079977840185,0.35284159332513815,0.5428288623690605,-0.38363508954644204,0.08000472746789453,-0.37271940764039757,0.01839878298342226,0.14456199100241063,0.16999631077051164,0.23377445477526634,-0.24817001214250922,-0.15805022458080203,0.45918094664812087
2019-12-20 13:00:00,-0.21847589686512947,-0.5208383306860924,-0.1732209987938404,-0.07973542790859936,-0.13215182952117174,-0.020021171495318374,0.5217042684555053,-0.02350356713868675,-0.031050270970445087,0.026399307406973084,0.04246526379138228,0.060038673097733385,-0.023258877545595157,0.012862601736560435,0.19407937526702884,0.21875497996807097,-0.050091255124425485,-0.0444940309040248,0.08589460030198096,0.22629440128803252,0.13429306074976918,-0.07017115801572797,-0.048581561259925334,0.1770553655922412,-0.11976262517273421,0.20767870843410496,0.04213490223046387,0.33367657512426374,0.6383157923817635,-1.6080106735229491,-0.9167869210243225,-0.13752514300867916,0.00823016162030396,-0.027002141106640863,-0.03902746166568247,0.031619853037409454,0.1813883915543556,0.050838445918634526,-0.20924818217754365,-0.2606228932738304,-0.1597605749964714,-0.16540298014879226,-0.09253841666504739,-0.06468302607536314,-0.13375186026096342,-0.21689566373825073,-0.2522948727011681,0.8647149503231049,2.6175175428390505,0.214278644323349,0.3602878540754318,0.28535163775086403,-0.034580980613827715,0.8655532419681549,0.6880983829498291,-0.4076909840106964,-0.1928485918790102,0.3635523453354836,-0.03512843609787523,0.06435775756835935,-0.3544981002807618,-0.46915528178215027,-0.20318191908299923,-0.18498887270689013,-0.12335008950904011,-0.3073080092668533,-0.12463280484080315,-0.22318826615810394,0.02757081759627905,0.007670506183058005,-0.38871674835681913,-0.13442121595144274,-2.034821808338165,0.6433050483465195,0.9980238199234008,1.440952152013779,0.3847346931695938,-0.5081420172005892,-0.7294675208628177,0.18972709625959397,0.2684063266962767,0.8256858050823211,0.059158072620630234,0.5094381690025329,0.7153965651988984,0.48786662295460703,0.9816620200872421,-0.6070143919438123,0.644897685945034,0.4885321602225304,-0.30302569987252354,-1.476791548728943,-2.708231663703919,-0.8765511017292738,-0.4634762406349182,1.4063386738300323
2019-12-20 12:00:00,-2.7296740770339967,-0.2472601965069771,-0.29432998299598695,-0.42500659078359615,-0.19871607851237055,-0.012812256906181551,0.017360375565476673,0.026245432905852756,-0.031847122032195294,0.014330552471801627,0.1031069457530975,0.05385502436547538,-0.026715869363397315,0.04030957398936148,0.22821921110153198,0.1356884464621544,-0.029431033879518474,0.021045020059682385,0.06667865384370086,0.13335082903504367,0.016844800906255803,-0.09306201934814451,-0.020431806752458197,0.19708328396081926,-0.10839503798633814,0.32815038561820986,-0.08406793437898159,1.0900792598724365,0.6037742897868157,-1.0704163432121276,-0.5135335892438888,-0.04413968098815528,0.02578396527096624,-0.018856262543704337,-0.013616810378152835,0.01749770275782791,0.15365209877490998,0.058251930354163026,-0.3465362027287483,-0.17176619172096252,-0.15092442855238913,-0.1517312660813332,-0.07718992521986363,-0.08247153088450429,-0.1665594570338726,-0.25407881289720535,-0.5418133527040483,0.7421815425157547,-1.7798175811767583,0.06638877247460183,0.597098422050476,0.4847563222050667,-0.023575831949710878,0.8999572932720185,0.6658975064754487,-0.3583392441272736,-0.17989992359653117,0.3221732586622238,-0.03512843609787523,0.06937139891088005,-0.32051393836736686,-0.41600618958473207,-0.25584681481122973,-0.15580814555287362,-0.11956536024808884,-0.2916844516992569,-0.1154947130009532,-0.1912811256945133,0.023858514195308066,0.008580569643527252,-0.5853014588356018,-0.13442121595144274,-2.93844587802887,1.1737671315670017,1.4165675759315488,2.0429273366928102,0.6553179502487183,-0.520105446688831,-0.7127838142216206,0.16974720209836958,0.2684063266962767,0.8378381937742233,0.05711938440799712,0.504590243846178,0.7105627343058586,0.4885850861668587,0.9908250421285629,-0.6070143919438123,0.644897685945034,0.4853340946137905,-0.27744927667081354,-1.4124631345272063,-2.6566177368164063,-0.863181260228157,-0.4634762406349182,1.3529776871204375
2019-05-10 04:00:00,-1.743131732940674,-0.3449666738510132,-0.47599349319934836,-0.2955299645662307,-0.13215182952117174,-0.018304680660366994,0.6768871128559112,0.026245432905852756,-0.03144869375973936,-0.03394443239085375,-0.04849730376154181,-0.08836935926228759,-0.10968409329652787,-0.1655428044497967,-0.3180185675621033,-0.22426628395915027,0.07387010678648946,0.1521231159567833,0.10190789960324764,0.04040716290473936,0.2517411664128303,0.22741026878356935,0.018274092860519852,0.1770553655922412,-0.07754016304388642,1.2919248402118684,-0.06303412858396766,0.41772141456604006,0.24108581617474556,-0.9360175967216492,-1.2100617349147793,-0.12196083363378421,0.052114689536392665,0.02187309777364132,0.08802584037184713,0.06457153554074464,-0.12371041476726534,-0.023296780431701296,0.33990416228771214,0.18366066366434095,-0.06256262473762034,-0.2200896769762039,-0.023470097826793757,-0.04689453053288159,-0.2649820819497109,-0.9233757615089416,-0.5780032843351364,0.6196479558944702,-12.773154258728026,0.017092121765017475,0.1761019244790077,0.14576842561364173,-0.11161692459136249,0.4183015897870064,0.3994894683361053,0.11872767731547355,0.0984966675052419,-0.6295473724603653,-0.10738444887101647,-0.05847628992050884,0.5290888950228692,0.85956911444664,0.5867916405200958,0.1578846874064766,0.028035046905279155,0.28638666756451137,0.18606359958648686,0.19160449504852292,-0.00027143298357258964,0.010400715377181728,-0.5525373578071594,-0.10289617851376534,-4.067973303794861,0.8881341278553009,0.5794798880815506,0.44769125441089275,-0.17647415511310102,-0.4214053064584734,-0.4768319033086302,-0.21320194881409407,0.04744003592059014,0.02970058843493461,0.20594253726303574,0.1458468431606889,0.3504244789481163,0.5410324573516846,-0.4661027520895004,0.053410495352,-0.3926726517267525,-0.013583159074187279,0.16694141943007706,0.15713080652058126,0.02731788717210292,-0.3417587593197823,-0.2394971778616309,0.6993054986000062
2019-10-27 14:00:00,0.40932352989912035,-0.19840691685676576,-0.1429438091814518,-0.03657658868469293,-0.04561823739204556,-0.008349659712985114,0.094951743632555,-0.04008657373487946,-0.03383933518198315,0.026399307406973084,0.163748649507761,0.17134473696351052,0.10465055964887142,0.17068270780146116,0.2623591244220734,0.05262199211865661,-0.050091255124425485,-0.5906529396772385,0.009030835959129038,0.3502192169427872,0.016844800906255803,-0.2532982945442199,-0.07321261027827856,-0.12336375787854192,-0.1278823561966419,-0.45491609275341033,0.27350684255361557,-0.0305172956199385,-0.000706370454281576,0.00477239275351163,-0.07362134130671619,0.0492457754909992,0.08722232300788162,-0.035148032195866076,-0.03902746166568247,0.0033755633980035575,0.5419597625732423,0.06566546298563478,-0.11772275082767007,-0.08290946483612058,-0.14208819791674615,-0.09020854253321883,-0.17695529721677303,-0.20699115917086605,-0.06813680268824099,-0.5515441417694091,-0.07134579140692947,0.19078090973198408,5.549075365066528,0.3375202089548111,0.3339757367968559,0.28535163775086403,-0.0675963751040399,0.6247253835201264,0.577094915509224,-0.3583392441272736,-0.18637424344196915,0.4463105544447899,-0.02760172728449104,0.07939865589141844,-0.43945838809013366,-0.5754528880119324,-0.16807204037904735,-0.12662745714187623,-0.1006422309204936,-0.36980217844247826,-0.17946156786056242,-0.22318826615810394,0.010865464026574023,-0.0005201135296374712,0.20103683918714524,0.07049146723002193,5.645972108840943,-2.253836822509766,-1.2441759347915649,-0.7863596260547638,-0.43703547567129136,-0.4044569432735442,-0.4696818105876446,-0.10997218824923038,0.12468835487961767,0.333511708676815,0.15089842705056072,0.2743157174438238,0.4833614081144333,0.5209158629179,0.12033374942839144,-0.1416143152862787,-0.15323335616849362,0.09195713512599468,0.09660611655563116,0.07993761793477458,0.5692666590213776,-0.0008285501040518062,0.10257986038923264,-0.5413375735282898
