,高濃度出現回数,高濃度追跡,高濃度追跡率,高濃度RMSE,予測高濃度出現回数,予測高濃度追跡,予測高濃度追跡率,適合率
0,109,51,46.788990825688074,21.507217382158384,69,51,73.91304347826086,57.30337078651685
