,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_WS_01,SHAP_TEMP_22,SHAP_TEMP_06,SHAP_TEMP_21,SHAP_WS_02,SHAP_TEMP_05,SHAP_SPM_04,SHAP_OX_02,SHAP_WD_03,SHAP_WD_04,SHAP_OX_06,SHAP_TEMP_07,SHAP_TEMP_20,SHAP_HUM_02,SHAP_WS_04,SHAP_NO2_15,SHAP_OX_17
2019-04-22 11:00:00,-17.80287971496582,-18.361858081817626,-4.809777545928955,1.336936241388321,-1.5992250055074693,6.824114608764648,-2.922032326459884,0.709580710530281,8.266702365875243,0.5819252878427505,6.772545862197876,-2.512568116188049,-1.6935012459754941,0.6642931148409843,0.7325377516448498,-0.9378747660666704,-0.8529932331293821,0.0021882074885070046,-2.221030974388123,-2.3510405769571663
2019-04-22 12:00:00,-7.679016494750977,-14.328037738800049,-3.6443485975265504,1.1269329905509948,-1.535786210000515,5.901087093353271,-3.252768135070801,0.709580710530281,7.265446615219116,1.5616567730903625,3.3626212596893317,-2.1763103008270264,-1.932445466518402,0.6507778823375702,0.7144702255725861,-0.9378747660666704,-0.7696357614360749,1.1410086154937746,-2.0020597338676454,-2.367357391119003
2019-05-10 10:00:00,-12.35156784057617,-16.12084617614746,4.902131462097168,-1.6031096220016479,-1.3243238091468812,7.219698190689087,-2.4710287988185877,-0.3722563311457634,9.017644929885865,-2.3572691440582276,5.493824315071106,-2.1763103008270264,-1.932445466518402,0.6609142452478409,0.7325377516448498,-0.7261578395962716,-0.3528485001530498,-0.45333996415138245,-1.783088755607605,-2.3020909041166306
2019-05-10 11:00:00,-1.4489477246999742,-11.862927055358886,6.0675599575042725,-1.3931063652038573,-1.2185927122831344,6.494462251663208,-2.531162601709366,-2.3195630431175234,7.01513261795044,-0.5202726602554322,1.8707793593406676,-2.512568116188049,-1.6935012459754941,0.6642931148409843,0.7415714219212532,-0.7702655173838139,-0.24865165976807474,-0.22557589262723926,-0.6882326990365983,-2.3129684746265413
2019-05-10 12:00:00,2.444845712184906,-10.518320512771606,6.0675599575042725,0.7069264143705369,-1.2608852043747902,4.912128579616548,-2.6814971387386324,-2.1031955838203436,5.096057677268982,-1.2550712525844574,-1.1129048846662044,2.5313018679618837,-1.932445466518402,0.7014599025249482,0.6918857611715794,-0.8143731549382209,-0.18613360736053441,-0.6811040461063385,1.5014791131019591,-2.3238463789224624
2019-05-10 13:00:00,5.559880304336548,-8.725512266159058,8.786894845962525,0.4969231724739075,-1.3666162505745887,3.3957264184951783,-2.8318316817283633,0.060478479228913765,2.5929172158241274,-0.8876719325780869,-2.1785061240196226,1.8587859511375426,1.6517180442810058,0.7217326581478118,0.5834806241095066,-0.8496593456715346,-0.18613360736053441,-2.730981016159057,4.786046504974365,-2.367357391119003
2019-05-10 14:00:00,8.674914503097535,-7.156805086135864,8.009942007064819,0.2869198871776462,-1.4723473578691484,1.4178097307682038,-2.9520990669727323,-0.15588892512023445,1.9254129886627198,-0.3978061936795712,-3.0309875845909118,2.5313018679618837,1.173829573392868,0.7555205672979355,0.47959236036986114,-0.9114101003855467,-0.040257994830608365,-2.5032167196273805,6.975758409500122,-2.4489405512809754
2019-05-10 15:00:00,8.674914503097535,-6.036299514770508,8.786894845962525,-0.13308670446276666,-1.5569325104355816,0.8903653845191002,-3.162567287683487,-0.3722563311457634,0.3400905400514601,-0.3978061936795712,-3.8834686279296875,-2.1763103008270264,1.6517180442810058,0.8129603415727615,0.3440859657712281,-0.9378747660666704,-0.08193681836128226,-0.22557589262723926,6.537816429138184,-2.5414015412330633
2019-05-10 16:00:00,16.462500381469727,-8.949613523483276,6.0675599575042725,-5.803175258636474,-1.7049561694264408,-0.36231509745121,-3.252768135070801,-0.8049911737442017,-0.16053747460246087,-0.3978061936795712,-3.8834686279296875,1.1862699270248411,-1.6935012459754941,0.8602634847164152,0.30795087534934285,-1.0525546063203366,-0.040257994830608365,-0.45333996415138245,4.567075490951538,-2.5849124789237976
2019-05-10 19:00:00,-1.4489477246999742,-17.913655757904053,-2.8673960685729982,-3.493139147758484,-2.2970509506762027,-1.7468567430973052,-4.36524292230606,-5.3487067222595215,-1.829298031330109,0.704391747713089,-3.0309875845909118,-0.4950201541185379,-0.4987800747156143,0.9041879303753377,0.15889387093484403,-1.3172007869929074,-0.47788473032414913,-7.286262941360475,2.377363669872284,-2.5849124789237976
2019-05-10 20:00:00,-5.342741012573243,-18.810059452056883,-1.3134905278682711,-0.5530932754278183,-2.550805648602545,-2.076509404182434,-4.545644515752793,-4.266869688034058,-0.7446037039160729,0.704391747713089,-1.1129048846662044,-0.15876216122414918,-0.4987800747156143,0.9041879303753377,0.1272757090628147,-1.405416101962328,-0.6654388844966889,-7.286262941360475,3.2532485246658327,-2.5359626531600954
2019-05-11 10:00:00,-16.245360374450684,-16.793150424957275,-2.4789191484451294,-0.3430899791419506,-0.39388937819749115,6.23073992729187,-1.0879518181085586,0.709580710530281,8.18326439857483,2.5413884282112122,5.493824315071106,2.5313018679618837,1.6517180442810058,0.6034746201708913,0.6422000426799059,-0.25861647725105286,-0.7487964134663343,-0.22557589262723926,3.472219944000244,-2.138924306631088
2019-05-11 11:00:00,-1.4489477246999742,-13.207533264160157,-0.925014179944992,0.7069264143705369,-0.24586568847298623,5.8351564645767215,-0.9376172840595245,-1.021358609199524,7.265446615219116,0.09205954391509293,2.936380565166473,-1.8400522947311397,1.6517180442810058,0.6203685365617275,0.673818276822567,-0.3732964217662812,-0.6445995822548867,-1.1366322100162507,-0.6882326990365983,-2.1878742899745705
2019-05-11 12:00:00,7.117397451400757,-9.397815608978272,3.3482257604598997,0.2869198871776462,-0.1401344999670983,5.109920620918274,-1.328486967086792,0.060478479228913765,5.429810094833376,1.1942574083805086,-1.1129048846662044,-1.5037942111492157,-1.454556882381439,0.6609142452478409,0.6467169348150492,-0.5761917226016522,-0.5612421996891499,0.4577164515852929,-0.9072038948535919,-2.215068744122982
2019-05-11 13:00:00,11.011190319061281,-7.829108238220215,7.232989406585693,-3.2831358909606934,-0.4150356125086546,3.6594486355781557,-2.0200253784656526,-0.3722563311457634,3.927925229072571,1.4391903996467592,-3.457227683067322,-0.4950201541185379,-1.2156127810478208,0.7149750813841821,0.5970312932506203,-0.6291209727525711,-0.3320091258268803,-1.364396297931671,3.2532485246658327,-2.138924306631088
2019-05-11 14:00:00,2.444845712184906,-6.4845014095306395,8.786894845962525,-3.70314245223999,-0.9013990968465804,2.472698485851288,-2.20042662024498,-4.050502610206605,2.1757269501686096,2.051522660255432,-4.522829580307007,-0.8312781810760498,-0.4987800747156143,0.7555205672979355,0.4976598795503378,-0.7261578395962716,-0.12361550433561205,-0.22557589262723926,1.0635367572307588,-2.1715575039386747
2019-05-11 15:00:00,3.223604130744934,-5.588097643852235,4.902131462097168,-1.6031096220016479,-1.0282765120267867,1.0881569668650628,-2.531162601709366,-4.483237552642823,0.8407188706565648,-1.0101384103298188,-2.1785061240196226,-0.4950201541185379,-0.7377243340015411,0.7960662692785263,0.4163560032844543,-0.761443879455328,-0.040257994830608365,-0.6811040461063385,0.18765201717615126,-2.340163090825081
2019-05-11 16:00:00,15.683742141723632,-8.725512266159058,0.240414996445179,-2.8631291866302493,-1.2608852043747902,0.0332682091742754,-2.651430356502533,-2.3195630431175234,-0.5777277544140815,-1.0101384103298188,-2.391626703739166,-0.15876216122414918,-0.4987800747156143,0.8602634847164152,0.32150155063718555,-0.8055516690015793,-0.24865165976807474,-4.553093719482422,1.2825079023838044,-2.3510405769571663
2019-05-23 15:00:00,-6.900257968902588,-8.725512266159058,3.3482257604598997,-3.70314245223999,-1.7261023685336112,0.5607126228511333,-3.523370158672333,-3.185032677650451,1.2579088114202024,-2.1123362421989436,-0.2604236747603863,-1.8400522947311397,-0.7377243340015411,0.772414642572403,0.3847378872858826,-1.0613760808017105,-0.3736878585070372,-1.5921603679656982,-1.6736029982566833,-2.3727960944175717
2019-05-24 16:00:00,-9.236534881591798,2.031337797641754,9.175370788574218,-2.8631291866302493,-1.2185927122831344,-1.7468567430973052,-2.711563891172409,-4.915972089767456,-3.6649343252182005,-1.9898699402809144,1.0182980626821518,2.5313018679618837,1.4127738296985626,0.8332330390810968,0.25374834798276424,-0.8673023872077466,0.0014206975698471068,-4.553093719482422,-0.031319127604365324,-2.459818339347839
2019-05-24 17:00:00,-8.457774972915649,-0.2096724694594741,9.175370788574218,0.7069264143705369,-1.3877625331282615,-3.526981437206268,-3.0122327268123623,-3.617767572402954,-3.7483723878860475,-1.9898699402809144,1.0182980626821518,2.1950439929962156,1.6517180442810058,0.8636423699557779,0.1272757090628147,-0.9202315244823694,-0.01941864937543871,-7.058498430252075,1.2825079023838044,-2.4679765462875367
2019-05-25 10:00:00,-14.687844371795654,-7.605007171630859,4.513654637336731,1.5469395875930787,0.34622896239161494,4.648406672477723,0.054590164124965666,1.1423155069351196,5.7635620594024655,-1.9898699402809144,4.854463362693787,2.1950439929962156,1.6517180442810058,0.6372626319527627,0.5473456036299467,0.05013726204633713,-0.43620596015825874,-0.9088681638240814,0.6255943953990936,-2.1117299437522887
2019-05-25 11:00:00,-4.563981676101685,-3.5711882948875426,5.290607452392579,0.4969231724739075,0.557691378891468,3.923170506954193,0.11472398042678833,0.9259481012821198,4.345115423202515,-2.3572691440582276,2.5101402640342707,-2.512568116188049,1.4127738296985626,0.6406414285302162,0.5654130727052689,0.058958773687481904,-0.2694910807535052,-0.9088681638240814,4.348104476928711,-2.1552410289645194
2019-05-25 12:00:00,4.00236279964447,1.5831356287002563,7.232989406585693,0.4969231724739075,0.5999838218092919,2.8023516058921816,0.14479087591171264,-0.15588892512023445,2.5929172158241274,-0.2753397477790713,-0.2604236747603863,-1.8400522947311397,-1.932445466518402,0.7115962475538253,0.5157274391502142,-0.029256525519303977,-0.22781234346330165,0.9132445752620697,5.6619316101074215,-2.269457418471575
2019-05-25 13:00:00,9.453673553466796,1.5831356287002563,6.844512987136841,0.2869198871776462,0.6211300432682038,1.4178097307682038,-0.1558781173080206,-0.15588892512023445,0.5904046643525362,-1.3775377213954925,-2.6047469973564152,-1.1675362408161163,-1.454556882381439,0.7521418750286102,0.43894042205065487,-0.22333030700683593,-0.12361550433561205,0.6854804992675781,6.099873828887939,-2.4108681619167327
2019-05-25 14:00:00,17.24125928878784,3.151843023300171,7.621466016769409,-5.593172359466552,0.409667707979679,-0.1645234778523445,-0.8173496887087822,-0.3722563311457634,-1.2452319413423538,-0.6427391052246094,-4.096588873863221,-1.1675362408161163,-0.976668506860733,0.7656569987535476,0.3440859657712281,-0.34683181047439576,-0.14445484653115276,-0.45333996415138245,1.9394215226173401,-2.4489405512809754
2019-05-25 15:00:00,24.25008621215821,4.272348189353943,8.786894845962525,-4.543155360221863,-0.05554957389831543,-1.6149956107139587,-1.2382862269878387,-6.430543565750122,-2.7471162319183353,-0.5202726602554322,-6.227791738510133,1.1862699270248411,-0.976668506860733,0.8028239011764526,0.23568081706762314,-0.6379424698650837,-0.10277617648243909,-0.45333996415138245,0.18765201717615126,-2.4706960082054135
2019-05-26 08:00:00,-16.245360374450684,-13.207533264160157,-0.5365377917885781,0.7069264143705369,0.0924740932881832,2.604559487104416,0.0846571534872055,0.709580710530281,4.595429706573486,4.990716981887817,6.985666131973266,1.8587859511375426,1.173829573392868,0.7284902860410511,0.39828852559439837,0.04131571110337974,-0.7071177065372468,2.052065122127533,-0.6882326990365983,-2.1171689271926883
2019-05-26 09:00:00,-8.457774972915649,-8.50141134262085,0.6288913398981094,0.07691657803952696,0.578837662935257,3.0001430153846744,0.0846571534872055,0.060478479228913765,4.929181528091431,1.3167239785194398,2.936380565166473,2.1950439929962156,1.173829573392868,0.7115962475538253,0.4253898180089891,0.103066436201334,-0.5404027923941612,1.1410086154937746,-0.46926148533821105,-2.138924306631088
