,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_OX_05,SHAP_OX_06,SHAP_OX_23,SHAP_TEMP_03,SHAP_TEMP_04,SHAP_NO2_01
2019-04-21 14:00:00,-13.597517108917236,-9.48089952468872,-1.1615875780582428,1.6825053095817566,-0.14063153509050608,-0.23030589539557694,-1.778054678440094,4.365206789970398,3.0883415460586545,0.03980337632820005
2019-04-22 14:00:00,-12.64025173187256,-5.099047708511352,-0.32430191785097123,1.484547883272171,-0.07610582867637278,-0.2512864213436842,-0.6622007727622986,2.375485908985138,2.2254207968711848,-0.032144318521022765
2019-04-22 15:00:00,-4.982133388519287,-5.906231451034546,-0.5336233466863632,0.6927186731249094,-0.43099723011255264,-0.08344199322164056,-0.8650833189487457,1.7632641196250916,1.4375372052192685,0.048796836659312226
2019-05-10 10:00:00,-22.212899971008298,-6.598102664947509,0.9316263407468796,6.631438207626343,0.8917798489332199,-0.5450141623616218,-2.589584732055665,4.518262028694154,3.8762252807617186,0.06678376970812676
2019-05-10 11:00:00,-10.72572193145752,-5.906231451034546,1.0711738735437393,3.464121150970459,0.472362719476223,-0.7128586366772651,-2.082378351688385,3.089744758605956,3.01330463886261,0.09376416048035026
2019-05-10 12:00:00,-4.982133388519287,-3.599993348121643,1.280495285987854,0.6927186731249094,0.21425987556576728,-0.4401114016771318,-1.8794960260391236,2.375485908985138,1.962792956829071,0.10275761195225641
2019-05-10 13:00:00,-1.1530740022659303,-2.5621863603591923,1.3502690196037295,-1.682768976688385,-0.30194578915834425,-0.2722669616341591,-1.8794960260391236,2.069374978542328,1.4375372052192685,0.08477069456130264
2019-05-10 14:00:00,-10.72572193145752,-3.4846816539764403,1.210721480846405,-2.8705130100250247,-0.7536257565021515,0.06342190648047107,-1.9809371471405028,1.049005198478699,1.2124275684356691,-0.0501312598586082
2019-05-10 15:00:00,-3.067603707313538,-2.9081219673156737,1.1409476757049561,-3.6623422861099244,-1.1407800614833834,0.3571496918797494,-2.082378351688385,0.5898388385772706,0.46206199377775203,-0.0771116316318512
2019-05-10 16:00:00,-4.024868297576904,-3.599993348121643,1.210721480846405,-1.682768976688385,-1.3343572854995729,0.6089162945747375,-2.082378351688385,0.9979866683483124,0.12439752705395221,-0.0771116316318512
2019-05-10 17:00:00,-1.1530740022659303,-5.906231451034546,0.3036621935665608,-3.2664273262023924,-1.4634086728096007,0.734799675643444,-2.1838197469711305,0.7428942859172822,0.4245437115430832,-0.014157408848404862
2019-05-10 18:00:00,8.419573402404785,-7.405285835266113,0.0943408092483878,-3.0684703350067144,-1.1407800614833834,0.818721929192543,-2.3867020845413203,1.049005198478699,0.2369523573666811,0.02181645240634677
2019-05-10 19:00:00,10.334104251861572,-8.78902826309204,-0.2545282378792763,-3.6623422861099244,-1.3988828957080839,0.6089162945747375,-2.792467451095581,2.069374978542328,0.46206199377775203,0.048796836659312226
