,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_WS_02,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_11
2019-04-19 13:00:00,-7.663115930557251,-10.30598850250244,0.3347853636369109,0.6371057927608491,0.3220059774816037,3.4234029412269593,4.312458539009095,0.17547079417854544,3.8622824788093575,-1.1717944994568819
2019-04-19 14:00:00,-5.544665002822876,-9.418267011642456,0.3347853636369109,-0.6056653499603272,-0.06006101768580261,2.7147803604602814,3.613734173774719,0.17547079417854544,3.564606475830078,-1.2065922316163777
2019-04-19 15:00:00,-5.544665002822876,-10.601895904541013,0.4705029286444187,-1.4756051480770114,-0.06006101768580261,2.478572905063629,2.5656478285789492,0.4911594897508621,2.799154126644135,-1.2877870660275224
2019-04-19 16:00:00,-3.4262130498886094,-12.081430625915527,0.018111027032136934,-1.724159264564514,0.258328141272068,1.8711818695068358,2.216285645961761,-0.3296311438083649,1.7785514652729035,-1.276187943667173
2019-04-22 12:00:00,-17.19614839553833,-11.489616584777831,-0.027128141373395892,2.376985359191895,0.3220059774816037,3.288427060842514,4.462184858322145,0.42802175879478466,3.9048076033592225,-0.951408663392067
2019-04-22 13:00:00,-6.603890514373779,-9.714173507690429,-0.027128141373395892,0.7613829046487808,0.1946503054350614,2.748524284362793,3.414098846912384,0.17547079417854544,3.096830368041992,-0.9746072277426716
2019-04-22 14:00:00,-6.603890514373779,-8.234637880325318,-0.027128141373395892,-0.3571111023426056,-0.06006101768580261,2.1073896229267124,2.6155568242073057,-0.5190443992614746,2.799154126644135,-1.009404889494181
2019-05-03 16:00:00,-14.01847152709961,-9.418267011642456,0.6062204703688622,0.13999737421981986,-0.696839314699173,1.5674865409731864,1.3179263353347779,-0.4559066534042359,1.7360263228416444,-1.345783160626888
2019-05-05 14:00:00,-8.722342920303344,-9.418267011642456,0.3347853636369109,0.3885516211390495,-1.0152284622192382,2.343596962094307,3.3641899228096,-0.6453199207782745,2.799154126644135,-1.2877870660275224
2019-05-05 15:00:00,-4.485439133644104,-9.418267011642456,0.3347853636369109,-0.3571111023426056,-0.8878728657960892,1.8711818695068358,2.0166504263877876,-0.5190443992614746,2.2463275551795956,-1.3341841008514166
2019-05-25 11:00:00,-12.959245967864991,-5.275567626953125,0.3347853636369109,1.6313226222991943,0.3220059774816037,2.9509879231452945,3.8632784724235534,0.42802175879478466,2.9267298460006725,-0.4178427919745446
2019-05-25 12:00:00,-3.4262130498886094,-3.6480782508850096,0.42526371218264103,0.7613829046487808,0.1946503054350614,1.9724137127399444,2.9150099873542787,0.36488400399684906,1.7785514652729035,-0.47583906464278697
