,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_05,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_06,SHAP_WS_02,SHAP_OX_03,SHAP_OX_15,SHAP_OX_16,SHAP_TEMP_03,SHAP_TEMP_11,SHAP_OX_14,SHAP_TEMP_12,SHAP_WD_11,SHAP_SPM_02,SHAP_TEMP_07,SHAP_SPM_01,SHAP_TEMP_19,SHAP_THC_06,SHAP_OX_20,SHAP_NO2_17,SHAP_TEMP_17,SHAP_OX_04,SHAP_WS_17,SHAP_HUM_21,SHAP_CH4_06,SHAP_PM25_19,SHAP_OX_19
2019-09-13 19:00:00,-4.844245386123657,6.292889022827149,-0.7128570407629014,-2.7455883741378786,-0.028669255250133568,-2.890517473220825,-1.63633553981781,0.12028203047811983,0.12583501003682612,0.22882184237241746,-0.434679162502289,-4.364026355743408,1.6508033633232118,0.15275764130055905,-1.149178546667099,-0.026422736915992527,0.03815611139871178,0.47321386318653824,-0.009302364871837216,0.5296814005821944,0.052329273056238856,-0.3082598119974137,0.15341558083891868,0.18450591005384917,0.24083515703678132,0.1251490069553256,0.07180413175374264,-0.11951321512460707,0.022368174884468316,-0.10895094792358577
2019-06-11 04:00:00,-0.3327969901263714,0.20074022486805915,-1.8104095220565797,-0.17289765700697898,0.5431711196899414,-0.3495233677327634,-0.4404592952691019,-0.15611220523715016,0.12069419100880618,0.16628149077296256,-0.2707675755023956,-0.22013108246028423,0.8311097085475921,0.14939479641616346,-0.044349951483309245,0.06399973724037407,-0.5456841588020325,-0.002062527276575543,-0.07414485700428489,-0.7862670406699181,0.0638210487551987,-0.37567602097988134,-0.46311968863010405,0.22425081096589566,0.1869549944996834,0.3612561613321304,1.1060618221759797,-0.11951321512460707,0.03607459431514143,-0.00966303646564485
2020-01-11 15:00:00,-0.3327969901263714,-3.9622296571731566,1.9888100266456603,2.237308216094971,-0.4098961502313614,2.0121073007583616,0.8494748041033745,0.2710424497723579,0.13954374045133594,0.3315665796399117,-1.0903258681297303,3.1502381324768063,-0.6369976092129945,0.1570812182500958,2.2214854121208196,0.055779483355581735,-0.039689224585890734,-0.5284439027309418,-0.01519712950102985,-3.4181636571884155,-0.05684279594570396,-0.7127564311027527,2.1772774696350092,0.31350324705708776,-0.6212476551532745,0.13358141370117663,-0.052306757681071736,0.09059225097298622,0.02824235409498213,-0.3075268011540174
2020-03-20 20:00:00,7.401116228103637,-4.977586317062378,3.1707894563674923,-0.5249501500278712,-0.8864296317100525,-0.3495233677327634,-0.7629428088665009,-0.2063656844198704,0.10184467865619806,0.13054426386952395,-0.1068559450097382,0.7744035929441453,0.8311097085475921,0.13978677615523336,0.21781292036175723,0.055779483355581735,-0.4289160132408142,0.13592101177200674,-0.03288141898810863,-1.0212579250335692,0.07531286077573894,-0.5105080783367157,0.7155995547771454,0.25423438996076586,0.9412772119045257,0.22633771747350692,0.8992101192474365,-0.16153427958488464,0.05369711704552169,-0.10895094792358577
2019-08-21 19:00:00,0.31169548965990546,9.643569660186767,-2.14811772108078,-4.31628258228302,0.8290911614894867,-4.594479012489319,-2.4828553378582,-0.33199945241212847,0.09841750189661978,0.27349345833063127,-0.6395686149597168,-6.905616188049317,2.5071981430053714,0.1585224915295839,-2.0480228900909423,-0.018202506075613165,0.46630577445030214,0.8360593751072883,0.04964535906910895,1.0466610118746758,0.03509156634099779,-0.9150046110153198,-0.4087683618068695,0.1705600854009391,0.887397301197052,0.11671651732176543,1.0646912395954131,-0.014460478565888446,0.03803266440518197,-0.24133487995713948
2019-11-11 04:00:00,-7.422214126586914,-3.2514777183532715,-0.2907216399908067,0.6936928406357765,0.16194417998194696,0.6967689260840416,-0.11797581724822519,-0.055605204124003625,0.15325248530134558,-0.012404965981841038,0.4668349057435989,1.768938457965851,0.6842988401651382,0.1393064545467496,0.06800547316670418,-0.0346429573372006,-0.15645726174116137,-0.15026701763272285,-0.03877620385028423,-0.8097666949033737,0.029345677536912217,-0.7127564311027527,-0.5212049037218094,0.2110025459900499,-0.7290079116821289,0.16731092371046544,0.030433823913335788,-0.014460478565888446,0.10852276533842084,0.05652886698953806
2019-10-04 16:00:00,10.623572731018067,14.009613704681396,1.1445387065410615,-3.639260101318359,1.0197048008441927,-4.953206133842468,-1.9588189840316772,-0.4827598750591278,0.09670392293483017,-0.030273632518947095,0.5897686243057251,-7.844898128509522,1.748676633834839,0.13834561207331716,-1.4113420873880385,-0.018202506075613165,-0.31214786916971204,0.48854511845856924,-0.03288141898810863,0.9996624872088432,0.08105876650661228,0.6355655163526535,0.04097878439351912,0.17334926202893258,0.8335168957710266,0.3781209960579872,0.15454468224197623,-0.20355536341667174,0.08402029359713195,0.4536804631352426
2019-05-02 11:00:00,13.201546669006348,6.191353416442872,3.1707894563674923,-0.5791120894253254,3.402373480796814,-1.2164506435394284,-0.5076434690505266,-0.9852950900793076,0.10527185481041668,0.1037412933408632,0.2209673896431923,-2.595964109897613,0.9412173509597779,0.14507127534598113,-0.1379796171560883,0.031118841096758814,-0.4289160132408142,0.0030479708686471374,-0.044670993415638814,-0.034296753257513045,0.029345677536912217,1.3771423697471619,-0.633641690015793,0.219370188191533,0.1869549944996834,0.22633771747350692,-0.09367706272751093,-0.0774921294301748,0.018452062085270865,0.7184484601020813
2019-11-18 15:00:00,0.31169548965990546,4.566779947280883,1.9043826937675477,-0.3895453939214349,-0.6958163261413575,-0.8876162350177765,-0.30609128028154375,0.019775043800473187,0.11555339619517324,0.23775606155395507,-0.6395686149597168,-1.4356732785701751,0.1337586972862482,0.1541988912736997,1.1166570663452149,0.055779483355581735,0.23276946507394314,-0.2678083963692188,0.020171494479291126,-2.12571530342102,0.04083746597170825,-0.7801725149154664,0.7155995547771454,0.2653907883679495,0.29471535384655,0.09141936805099246,-0.7142314195632935,-0.14052373990416525,0.02824235409498213,-0.34062281623482704
2019-08-22 04:00:00,-1.6217815399169921,7.714392232894897,-2.316971147060394,-2.4747792720794677,-0.028669255250133568,-2.770941352844238,-1.63633553981781,-0.13098545596003533,0.1275485577061772,-0.07494523730129003,0.9175920188426971,-4.474529814720154,2.042298173904419,0.13834561207331716,-2.216556268930435,-0.026422736915992527,-0.31214786916971204,0.47321386318653824,-0.026986654452048238,2.5271037220954895,0.023599778115249083,-0.9150046110153198,-0.4087683618068695,0.12453959956765179,0.025314528704620864,0.302229192852974,0.4441368401050568,-0.014460478565888446,0.08894217628985641,0.18891279858144114
