,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_TEMP_04,SHAP_TEMP_03,SHAP_OX_17,SHAP_TEMP_05,SHAP_SPM_01,SHAP_WS_01,SHAP_TEMP_24,SHAP_OX_18,SHAP_OX_16,SHAP_TEMP_17,SHAP_SPM_14,SHAP_TEMP_06,SHAP_TEMP_18,SHAP_OX_21,SHAP_HUM_06,SHAP_OX_19
2019-04-06 11:00:00,-4.393054032325745,-32.371631240844735,3.9469740629196166,-1.2406646490097046,7.703733015060425,14.060362529754638,0.5379074584692717,3.443062964081764,-0.9992718815803527,-0.3496812364086509,3.6095912575721742,0.4972637732047588,1.056946138292551,-5.831849932670593,1.4177245140075685,5.597732639312744,-5.445845985412598,-1.348840135335922,-0.7162586599588393,0.941725593060255
2019-04-06 12:00:00,-2.921605610847474,-27.761859893798828,4.278954792022706,-1.2793688774108887,6.131523180007934,11.711477565765382,0.47516216253861787,2.9932236365973948,-0.5988666325807571,1.0764329880475998,1.8355291962623597,0.5038163639605046,1.056946138292551,-6.242990136146546,1.3235368371009828,5.459162163734436,-5.9353964805603034,-1.1936752289533614,-0.5578623871318996,0.8651314929127694
2019-04-06 13:00:00,0.021290774829685673,-25.279676818847655,4.444945812225342,-1.511593133211136,4.952365589141847,9.98896222114563,0.47516216253861787,2.4934014424681665,-0.3986640334129333,0.006847353279590624,2.0983532190322873,0.5103689232841134,1.056946138292551,-6.517083716392517,1.3235368371009828,4.835592007637024,-6.302558422088623,-1.348840135335922,-0.3730670399963856,0.7885374546051025
2019-04-06 14:00:00,2.473704409599304,-25.279676818847655,4.278954792022706,-1.6277052819728852,4.0876497507095335,7.953262424468994,0.47516216253861787,2.118535035848617,0.0017411779612302753,-1.0627383470535279,2.6240010857582092,0.5103689232841134,1.0642107725143433,-6.928224205970764,1.2293491482734678,4.142737030982972,-6.547334241867065,-1.659170353412628,-0.26746954238042236,0.7119433745741846
2019-04-18 15:00:00,0.021290774829685673,-15.350937652587891,2.287069523334503,-1.9373378157615662,1.7293349146842956,4.195046496391297,-0.40327224750071766,1.3188196271657944,-2.400690066814423,-2.132324075698853,5.38365272283554,0.6086574859917164,1.1150633625686168,-8.02459979057312,1.5119124174118042,3.138097310066223,-7.893597269058228,-3.0556552052497863,-0.7690573334693911,-0.3986706145107746
2019-04-19 10:00:00,-7.826433563232422,-25.98887062072754,0.12919351756572722,-0.15695186257362365,7.15345950126648,13.433993244171143,1.2281059205532072,3.093188043497503,-1.5998796224594114,-1.4192669272422789,3.478179192543029,0.4415669083595276,1.032730609178543,-5.283661961555481,1.7002877593040466,5.182019352912903,-4.527939796447755,0.8234698623418808,-1.402641814947128,1.4778839945793154
2019-04-19 11:00:00,-3.412088227272034,-22.79748992919922,1.1251362800598144,-0.5439921669661998,5.817080497741699,9.832369565963745,0.788888680934906,2.818285627290607,-1.3996771454811099,-1.7757955074310303,2.886825203895569,0.4317380964756012,1.047259998321533,-5.968896603584289,1.4177245140075685,4.974162936210632,-5.445845985412598,0.6683048345148562,-1.429041135311127,1.5161810100078585
2019-04-22 10:00:00,-10.27884635925293,-23.50668659210205,-1.1987301707267763,-0.3117678053677082,5.109586238861084,10.458738327026367,0.8516339927911758,2.4684104770421986,1.2029566764831543,1.0764329880475998,4.135239160060883,0.45794845223426817,1.032730609178543,-4.324334001541137,-0.3718419946730137,4.212022662162781,-3.793614220619202,1.1337998718023299,-1.5874374568462373,1.3246958613395692
2019-04-22 11:00:00,-3.412088227272034,-16.769329071044922,-0.5347682923078537,-0.6988082721829414,4.323481154441834,8.10985426902771,0.788888680934906,2.1685171723365784,1.2029566764831543,-0.7062098354101182,3.7410030603408813,0.47105349600315094,1.049681459367275,-4.5984277009964005,-0.5602173617109656,4.10809428691864,-4.58913369178772,0.5131397917866707,-1.5874374568462373,1.3246958613395692
2019-04-22 13:00:00,3.4546700000762938,-8.613579416275025,1.2911268293857572,-1.589001280069351,2.12238746881485,3.098900592327118,0.19280825704336163,1.543739664554596,1.002754074335098,-1.0627383470535279,2.361177122592926,0.5005400285124779,1.1005339965224266,-5.215138626098633,0.47584743797779094,3.345953917503357,-5.017490029335022,0.2028098018839955,-1.297044387459755,1.094913724064827
2019-04-22 14:00:00,6.888049173355102,-5.067601370811462,1.2911268293857572,-1.8599295318126683,0.6287878885865211,1.6895698010921478,-0.08954565785825253,1.2188553184270858,1.002754074335098,-2.132324075698853,2.29547119140625,0.5398554563522339,1.1029556587338445,-5.557755923271179,0.47584743797779094,2.8263127088546756,-5.384652233123779,-0.41785019701346754,-1.1650476962327956,0.8268344849348068
2019-05-10 09:00:00,-14.693191528320312,-19.96071090698242,2.6190505027771,0.3849047884345055,8.254006385803224,14.060362529754638,0.443789539160207,3.3181079722940923,-2.6008924007415772,0.006847353279590624,3.412472999095917,0.5201978053897619,1.056946138292551,-3.9817168712615967,1.7944753825664521,5.182019352912903,-4.3443583965301515,-3.2108205676078803,-1.402641814947128,0.5970523208379747
2019-05-10 10:00:00,-4.883537101745605,-13.22335147857666,4.278954792022706,0.1913845088332891,6.131523180007934,8.423039722442628,0.47516216253861787,3.1681610729545353,-2.200487077236175,0.3633759085088969,3.6095912575721742,0.5136452872306109,1.0666323229670522,-4.1872872591018675,1.6061000943183898,5.28594787120819,-4.283164668083191,-3.3659855365753173,-1.4554407596588135,0.5970523208379747
2019-05-10 11:00:00,0.5117735497653484,-10.386568355560303,4.610936331748963,-0.6988082721829414,3.301544976234436,4.508231186866761,0.34967153258621697,2.4934014424681665,-1.3996771454811099,-0.3496812364086509,3.5438849687576295,0.5103689232841134,1.0714754074811936,-4.803998327255249,1.6061000943183898,5.078091263771057,-4.4667460203170775,-2.745325171947479,-1.429041135311127,0.6736462701112033
2019-05-10 12:00:00,3.945152759552002,-4.358405542373657,4.610936331748963,-1.4728889524936677,1.3362824022769928,1.532977256178856,0.2869262057589367,1.5937217444181444,-0.9992718815803527,0.006847353279590624,3.215355134010315,0.5234740637242794,1.0981125801801679,-5.763326168060303,1.2293491482734678,4.142737030982972,-5.017490029335022,-2.745325171947479,-1.24424564242363,0.7119433745741846
2019-05-10 13:00:00,8.359497022628783,-5.42219877243042,5.274898004531861,-1.8986336171627045,-0.15731728859245778,0.28023887276649473,-0.05817300677299497,0.9689442723989489,-0.9992718815803527,-0.7062098354101182,3.346767020225525,0.5300265960395336,1.1295928239822388,-6.585607433319092,1.5119124174118042,2.8955979824066165,-5.874202251434326,-2.4349954962730402,-0.8218560010194779,0.5587552502751351
