,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_03,SHAP_OX_05,SHAP_OX_18,SHAP_TEMP_03,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_OX_19,SHAP_TEMP_20,SHAP_OX_21,SHAP_OX_23,SHAP_SPM_21,SHAP_TEMP_04,SHAP_OX_22,SHAP_WS_01,SHAP_OX_20,SHAP_SPM_20,SHAP_SPM_01,SHAP_TEMP_19,SHAP_TEMP_18,SHAP_TEMP_24,SHAP_OX_17,SHAP_WD_02,SHAP_WS_02,SHAP_TEMP_07,SHAP_WD_03,SHAP_PM25_01
2019-04-21 12:00:00,-8.114937448501587,-23.886132431030273,-2.8162497401237485,0.7324655309319497,0.8281437233090401,0.7746520288288593,-1.2185006082057952,5.26462676525116,-0.3204561173915863,-5.593021559715271,-1.6046185731887816,2.1931773424148555,-1.2553643941879273,-0.3829146198928356,0.5312931261956692,5.118927216529846,-0.6939709037542343,-0.20612858571112155,-1.6147815525531768,0.6544398009777069,-0.1898597561754286,0.7705316267907619,-2.4418273881077766,4.444248199462891,-1.4122912764549256,0.5699305027723313,-0.6100138202309608,4.550438570976258,0.5817583501338959,-0.4565341666340828
2019-04-22 12:00:00,-7.5144362449646,-13.392403507232666,-2.2837575674057007,0.8166008785367014,1.2314364224672318,1.0422972828149795,-0.6216581240296364,4.376380777359008,-0.5074670838192106,-3.836773896217346,-0.8706952467560768,0.940328659117222,-0.40737324208021164,-0.13173968438059092,0.1716240406036377,3.994992160797119,0.16171220813412224,-0.24090137109160423,-0.5056942417286336,0.3688581317663193,0.40576774552464484,0.03529089167714124,-1.5599245846271514,2.9668391585350036,-0.2611422322690487,1.2432814538478854,-0.5764623075723648,3.4629904985427857,1.0600721001625062,0.056573284510523056
2019-04-22 13:00:00,-5.1124274253845226,-10.163563442230224,-1.7512655019760133,0.14351977078476919,-0.986673393845558,0.37318413853645327,-1.0692900449037552,3.2660745263099678,-0.46590911950916053,-3.943213152885437,-0.687214556382969,1.0826977893710135,-0.56155344247818,-0.10662223687395452,0.11167923957109452,3.245701622962952,-0.19482239559292794,-0.466924400255084,-1.0098247736692427,0.2831836193799973,0.46533045917749405,0.09411012679338455,-1.655783680081368,2.914074695110321,-0.9806101441383361,-0.10342053461936303,-0.5890441089868546,2.895626187324524,0.9404936373233795,0.1298743352293968
2019-05-10 08:00:00,-23.127490806579594,-24.693344306945804,0.11245703175663946,1.9944922208786013,7.280826663970947,1.0422972828149795,-0.9698163419961929,7.929362559318543,-0.482532318867743,-4.422189736366272,-1.3293976008892059,0.7694855362176896,-1.8720850944519043,-0.44570831432938574,1.2506313234567643,6.2963834643363965,-0.8365848287940025,-0.29306051433086394,-1.7156075239181519,0.8257888212800026,-0.5472361974418163,-0.18528130203485488,-1.3490347981452944,3.5472501516342163,-0.18919537528418004,1.4116192579269413,-0.5596865445375443,3.2265886545181273,0.7013368397951127,-0.529835258424282
2019-05-10 09:00:00,-13.519457054138183,-17.159385681152344,2.5086716651916503,2.6675729036331175,4.659424138069153,1.3099425464868546,-1.0195531010627747,6.522974038124085,-0.4908437839476393,-4.262531256675721,-1.3293976008892059,0.6555902875959874,-1.4866347432136535,-0.4582671198993921,1.0707967460155485,5.814697313308716,-0.8722382336854935,-0.41476519629359254,-1.5139552235603333,0.8543469347059727,-0.785487222939264,-0.06764279343187804,-1.3490347981452944,3.177897942066193,-0.2611422322690487,1.2432814538478854,-0.5764623075723648,3.273868882656098,1.0600721001625062,-0.529835258424282
2019-05-10 10:00:00,-5.1124274253845226,-13.392403507232666,4.10614845752716,1.573816902935505,3.0462534427642827,1.8452331721782684,-1.0692900449037552,4.820503544807435,-0.5074670838192106,-4.156091594696045,-1.4211378276348114,0.8833808451890945,-1.332454550266266,-0.47082586362957973,1.1307417184114457,4.79780330657959,-0.6939709037542343,-0.43215159699320793,-1.5139552235603333,0.9114632777869701,-0.5472361974418163,-0.06764279343187804,-1.4257218778133394,3.0196038365364077,-0.2611422322690487,1.4116192579269413,-0.5471047341823578,3.4629904985427857,0.9404936373233795,-0.23663097620010376
2019-05-10 11:00:00,2.093597799539566,-11.777984619140627,4.638641071319581,0.9007357940077784,-0.180088007543236,0.975385981798172,-1.0692900449037552,2.7479312062263492,-0.47422070540487765,-3.943213152885437,-1.5128782451152802,0.8833808451890945,-1.332454550266266,-0.40803213100880387,1.2506313234567643,3.5668264985084535,-0.6226639643311501,-0.4495379485655577,-1.6147815525531768,0.8829051524400711,-0.1898597561754286,-0.008823535218834944,-1.483237287402153,2.8613100290298457,-0.33308903221040964,1.4116192579269413,-0.5429107218980789,3.9357938289642336,1.0600721001625062,-0.016727770678699037
2019-05-10 12:00:00,5.69661054611206,-6.396583652496339,5.437379026412964,-0.4454259714111687,-3.0031368017196653,0.44009531009942293,-1.1190268039703368,1.711644846200943,-0.47422070540487765,-4.368970274925232,-1.5128782451152802,0.997276319563389,-1.409544587135315,-0.3829146198928356,1.1906864225864409,2.068245881795883,-0.6226639643311501,-0.32783332914113994,-1.7156075239181519,0.8543469347059727,-0.13029699551407248,0.03529089167714124,-1.5599245846271514,2.7557806134223943,-0.47698263376951217,1.074943760037422,-0.5387168288230896,3.5102710485458375,1.0600721001625062,-0.016727770678699037
2019-05-10 13:00:00,8.098619413375854,-3.97495322227478,5.7036251544952385,-1.6233174502849579,-5.422892761230469,-0.6304856907576323,-1.2185006082057952,1.267522278428078,-0.4575974391773344,-4.368970274925232,-1.6046185731887816,1.0826977893710135,-1.4866347432136535,-0.3829146198928356,1.1307417184114457,1.3189555436372755,-0.6583173751831055,-0.18874217998236417,-1.7156075239181519,0.8543469347059727,-0.011171483481302848,0.09411012679338455,-1.6749552845954896,2.544722115993499,-0.7647699505090714,-0.6084337621927262,-0.5680743813514709,2.6119441866874697,0.8209152281284332,0.1298743352293968
2019-05-10 14:00:00,2.093597799539566,-6.1275135517120365,5.171132278442383,-2.6329388499259947,-6.6327712059021,-1.5672441780567166,-1.4174479901790615,-0.21288671046495442,-0.4451300956308842,-4.581848931312561,-1.788099503517151,1.1965930871665478,-1.4866347432136535,-0.39547332338988783,1.1307417184114457,0.9978311192244291,-0.6939709037542343,-0.6234018106013537,-1.816433495283127,0.7972306713461875,-0.011171483481302848,0.18233910501003264,-1.8475014597177506,2.9668391585350036,-1.1245039045810699,-1.1134469836950303,-0.601625893637538,1.524495887756348,-0.374869191274047,0.056573284510523056
