,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_05,SHAP_TEMP_24,SHAP_WS_01,SHAP_OX_17,SHAP_TEMP_08,SHAP_OX_03,SHAP_OX_22,SHAP_TEMP_09,SHAP_OX_18,SHAP_OX_23,SHAP_HUM_24,SHAP_TEMP_07,SHAP_TEMP_20,SHAP_TEMP_18,SHAP_TEMP_10,SHAP_TEMP_22
2019-04-06 12:00:00,-1.7165695518255233,-13.73361940383911,4.095790338516236,-1.746163898706436,-0.7765162825584412,3.269022023677826,-0.3934202305972576,1.0417870312929152,7.960488891601562,-1.8799056887626648,-1.2444411545991898,1.927943117544055,0.9675579786300659,-0.7832390606403351,-2.06676709651947,10.226172161102294,-4.2278600454330455,-5.502020812034607,0.7858545068651438,-0.8952895857393741
2019-04-06 13:00:00,1.28567533493042,-13.41917610168457,4.574821853637696,-2.080419671535492,-0.3319533675909042,2.475748097896576,-0.3934202305972576,0.4979959344957024,8.662084722518921,-2.2400092124938964,-1.1222562402486802,1.9011728445068001,0.9525041177868843,-0.7400098845362664,-1.96356440782547,9.25404887199402,-6.434994649887085,-6.009166812896728,0.8802293250337243,-1.035615972802043
2019-04-06 14:00:00,2.4865730762481686,-13.576396656036374,4.335306000709534,-2.347824656963348,0.038515520840883256,2.8283143877983092,-1.140431761741638,1.430209219455719,7.8903289318084715,-2.6901380777359005,-1.2444411545991898,2.0350240126252173,0.9261597275733948,-0.7256002835929394,-1.96356440782547,7.133054494857788,-6.836292171478272,-6.820600795745851,0.8630702694877982,-1.094085296615958
2019-04-18 13:00:00,3.6874711513519287,-10.90363826751709,2.6586955785751343,-1.9467175185680392,-0.8506100624799728,7.587958574295044,-1.7380410075187682,0.03188926428556441,7.329053211212158,-2.2400092124938964,-1.2444411545991898,1.7807072650641202,0.9223963465541601,-0.7544197976589203,-0.5531270265579223,7.4865540027618405,-9.444725942611694,-9.66062116622925,0.7172180742025376,-1.5969217993319034
2019-04-18 14:00:00,4.287920022010804,-8.70254306793213,3.377242660522461,-2.347824656963348,-0.10967200882732868,7.940525531768799,-1.4392363429069523,0.03188926428556441,6.48713755607605,-2.870189905166626,-1.6109961092472076,1.7807072650641202,0.9035789305344224,-0.7400098845362664,-0.5187259599566459,4.305062484741211,-9.946345663070678,-10.47205491065979,0.7858545068651438,-1.6553911298513413
2019-04-18 15:00:00,3.6874711513519287,-9.488648176193237,4.335306000709534,-2.815782970190048,0.33489072918891905,8.116807794570922,-1.8874433159828186,-0.20116401631385084,3.9613930225372322,-3.5003703951835634,-1.6109961092472076,1.6200858026742935,0.9035789305344224,-0.7832390606403351,-0.4843251369893551,3.7748142242431646,-10.949589729309082,-10.776344251632691,0.7858545068651438,-1.7021666407585143
2019-04-19 10:00:00,-9.522404193878174,-11.689743280410767,-1.413072443008423,0.25937180966138834,-2.4806734561920165,5.560703277587891,1.2500051379203794,3.1392668962478636,6.557297420501712,0.46076559722423555,0.7105181723833084,1.633470965921879,1.0616448290646077,-0.6103228949010372,-0.9659379810094834,7.928427648544312,-3.124292850494385,-3.676293122768402,0.6400022834539414,-1.0706975404173136
2019-04-19 11:00:00,-7.120609760284424,-12.16140661239624,-1.413072443008423,-0.34228882193565374,-2.554767632484436,4.943712067604065,0.5029936272650957,2.5954758286476136,6.837935924530029,-0.7995959244668484,0.8327032029628754,1.633470965921879,1.054117876663804,-0.5094551473855973,-1.206744337081909,8.281926679611207,-3.726238512992859,-5.299161839485168,0.6914796575903892,-0.9069832988083363
2019-04-19 12:00:00,-1.7165695518255233,-11.060859060287475,-0.45500951558351516,-1.278205543756485,-1.88792325258255,4.150437521934509,0.5029936272650957,1.5855780243873594,7.118573951721191,-1.5198026180267337,0.7105181723833084,1.687011468410492,1.0277734994888306,-0.4950455330312252,-1.4819515042006968,8.458677291870117,-5.030454778671265,-6.516313624382019,0.6914796575903892,-0.9654527641832829
2019-04-19 13:00:00,4.888369154930116,-9.645870161056518,0.26353797912597654,-1.813014966249466,-0.8506100624799728,2.916455924510956,-0.3934202305972576,0.9641025081276894,7.25889368057251,-1.8799056887626648,1.0770731419324877,1.740551568940282,0.97884830981493,-0.5094551473855973,-1.5851544231176378,6.779555988311768,-6.635643720626831,-7.124889016151428,0.725797788053751,-1.035615972802043
