,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_05,SHAP_TEMP_24,SHAP_WS_01,SHAP_OX_17,SHAP_TEMP_08,SHAP_OX_03,SHAP_OX_22,SHAP_TEMP_09,SHAP_OX_18,SHAP_OX_23,SHAP_HUM_24,SHAP_TEMP_07,SHAP_TEMP_20,SHAP_TEMP_18,SHAP_TEMP_10,SHAP_TEMP_22
2019-04-28 06:00:00,-0.05790545828640462,-5.4419150114059445,0.26675132184755057,-0.8026417315006256,0.2931156896054745,3.900145101547241,-0.4407976895570755,0.2972648933529854,3.163915300369262,-0.7511090129613877,-0.26366097703576086,-0.02946477085351944,0.030257350951433188,0.03421798180788757,0.7566821724176407,6.436695623397827,-1.6703660428524016,-1.780410516262054,-0.867039030790329,-3.0359477519989015
2020-02-23 12:00:00,8.49830322265625,-1.6340824782848355,3.2343708992004396,-0.6484309941530229,-0.2622045874595642,0.8042738884687424,0.031943619577214095,-0.37530089020729074,3.193545126914978,-0.7948114007711411,0.9399717807769775,0.029204009473323828,-0.17582592740654945,0.09909381233155727,-1.1981638967990873,6.116169261932374,0.289318135753274,-2.029639846086502,-1.2140957951545714,2.461011803150177
2020-01-03 16:00:00,4.50540692806244,-3.3396740436553953,1.3401458501815795,-0.6998348623514176,-0.003055031970143329,3.950077748298645,0.09103629477322099,-0.6742188453674316,3.430580353736878,-0.6200021654367448,-0.7451141953468323,0.11187323778867717,-0.587992712855339,0.023405345389619487,-1.5535901963710785,4.593669152259826,-4.091154074668884,-3.0639415144920346,-1.7578181862831115,-5.211826610565185
2019-10-30 09:00:00,-7.473284864425658,-0.5234661953523755,-0.6172207236289978,-0.34000994293019177,-0.8545462429523468,0.904140605032444,-0.49989036321640024,-0.5247598320245743,1.0306044846773148,0.3851512052118778,-1.387051844596863,-0.16813610882963986,-0.9707189738750458,-0.019845215976238263,0.6974446088075638,1.1480118945240974,-0.5176108028739692,-1.7181032180786133,-0.35802219435572635,-0.23020745292305947
2020-02-09 05:00:00,7.357478189468384,-6.512864756584167,1.2770044863224028,-0.7169691979885101,-0.2622045874595642,7.944750547409058,2.100186657905579,-0.03901801258325575,4.289829826354981,-0.7948114007711411,-1.306809788942337,0.08520564883947372,-0.3230284294113517,-0.05768952071666718,-0.5465484976768493,10.202878189086915,-3.3610741615295416,-2.328715115785599,-1.3760556936264035,-7.559484910964966
2019-07-09 00:00:00,-1.7691476941108704,-0.007822745759040128,-1.4380518317222593,-0.5627584904432296,-0.4473114579916001,-0.7935951471328735,-1.031724113225937,-0.5994894087314606,-1.8434407085180282,-0.27038365975022316,-0.10317653771489861,-0.445478492975235,-0.587992712855339,0.061249645054340364,0.6974446088075638,-6.304224824905396,0.7888458140194416,-1.1448762744665146,0.7409916773438454,1.7738916456699372
2019-10-26 08:00:00,-10.325358867645264,-0.9994451373815536,-1.6274741649627686,-0.37427893131971357,-0.6694397002458572,0.7044071212410927,-0.08624174576252697,0.03571158163249495,-0.15456882684957238,0.3851512052118778,0.619003102183342,-0.19747030101716517,-0.11694507841020821,0.09909381233155727,0.6974446088075638,-2.618172442913056,-0.4407605417072773,-1.6682571530342103,-0.17292498275637624,-0.05842750556766987
2019-10-04 08:00:00,-5.762044048309326,0.7061453983187675,-1.9431785345077515,-0.7683724582195282,0.21907290341332555,-3.3901313185691833,-0.5589830458164216,0.5214535348117352,-1.9619577348232269,-0.6637043535709382,1.4214249730110171,-0.43214470744132993,0.2657813618890941,0.1369380778633058,-0.36883518248796465,-6.22409176826477,4.016562151908874,-0.3722655214369297,0.8335400402545929,6.92729115486145
2020-02-15 17:00:00,2.223749566078186,-1.9117373764514922,1.0244416296482086,-0.6655654579401016,-0.188162037730217,1.2536741107702256,-0.4407976895570755,-0.7489483237266541,1.119492208957672,-0.5325973808765412,-1.868504810333252,-0.10680070891976357,-0.7646357953548432,-0.04147053062915803,-0.6650239408016205,0.18643256723880766,-2.2083189129829406,-2.2913300573825834,-0.971155923604965,-2.1770467400550837
2020-02-11 08:00:00,-5.762044048309326,-6.949177598953247,-0.3015164598822594,-0.4942205399274826,-0.4473114579916001,7.045948123931884,-1.090817183256149,-0.3379361182451248,4.171314072608949,-0.051872063148766724,-0.022934350185096236,0.11720715761184693,-0.38190946280956267,0.004483238235116024,-1.6128286600112915,10.122747611999513,-3.7069006443023675,-2.5405591785907746,-1.526446986198425,-5.784427070617676
2019-06-07 20:00:00,5.646232938766479,-0.08715244145132592,-1.9431785345077515,-0.6998348623514176,0.07098753270402085,-4.1890662908554095,-0.32261241227388376,0.14780589155852794,-0.8656732171773911,-0.9696205466985702,2.5448163986206054,-0.392143565043807,0.17745995558798314,0.282908783107996,-0.8427372574806213,-3.2592246532440177,2.4795543551445003,-0.845800805091858,0.6253064788877964,4.980449986457825
2019-05-24 00:00:00,6.216649818420411,-0.4838014330714941,-0.4909390717744827,-0.9739866137504578,1.1446069046854972,0.5546065763570368,-0.49989036321640024,-0.15111220441758633,-2.317510652542114,-1.0570249915122987,-1.2265676259994507,-0.4961471989750862,-0.6763140797615051,-0.019845215976238263,0.28278017551638185,-6.945279121398926,-0.4407605417072773,-1.1448762744665146,1.099616976082325,0.3996523253619671
2019-06-26 19:00:00,9.639130210876464,2.4910661458969114,-0.3646571606397629,-0.9739866137504578,0.774393223412335,-2.6910647332668303,-0.7362610936164856,-0.8610428810119629,-3.324907088279724,-1.362941461801529,-0.4241452574729919,-0.5521488830447197,-0.9118380427360535,0.10450009033083914,0.28278017551638185,-11.112123680114745,1.2883727550506592,-1.1199534192681313,1.1227540180087092,3.1481319665908813
2019-06-05 00:00:00,-5.191631984710694,0.11117221415042874,-1.753755521774292,-0.888314300775528,0.33013696819543836,-1.043261882662773,-0.8544461190700531,0.11044112220406532,-2.1101051807403564,-1.0133228063583375,-0.26366097703576086,-0.46681318059563637,-0.44079036116600034,0.05584324300289154,0.22354238703846932,-6.22409176826477,0.6735702371690422,-0.9579539500176907,1.0186374306678772,1.88841210603714
