,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_WS_01,SHAP_TEMP_22,SHAP_TEMP_06,SHAP_TEMP_21,SHAP_WS_02,SHAP_TEMP_05,SHAP_SPM_04
2019-04-22 11:00:00,-18.744358634948732,-24.540633583068846,-4.012592005729675,1.8213167786598206,3.7611782550811768,5.366975225508213,-10.40768575668335,1.0344798922538756,23.863496017456054,0.0276493091136217
2019-04-22 12:00:00,-8.829956197738648,-19.08566026687622,-3.1778830289840694,1.5017298460006714,3.6433562874794005,4.879900585114956,-11.541572761535644,1.0344798922538756,21.001841926574706,0.6311896771192551
2019-05-10 10:00:00,-13.40583362579346,-21.510093593597414,2.943318510055542,-2.6528995037078857,3.250615918636322,5.575721438229084,-8.86147608757019,-0.9161191761493683,26.009737396240233,-1.782971864938736
2019-05-10 11:00:00,-2.7287853956222534,-15.75206546783447,3.7780277252197267,-2.3333126068115235,3.054245507717132,5.193019698001445,-9.06763768196106,-4.427197575569152,20.28642921447754,-0.6513336092233659
2019-05-10 12:00:00,1.0844464123249054,-13.93374195098877,3.7780277252197267,0.8625560283660889,3.1327936172485353,4.3580352574586865,-9.58304009437561,-4.037077760696411,14.80159044265747,-1.1039888739585877
2019-05-10 13:00:00,4.135031509399414,-11.509307861328125,5.725682926177978,0.5429692313075066,3.329163992404937,3.557841020822525,-10.098444080352785,-0.13587956465780734,7.647453927993775,-0.8776611924171448
2019-05-10 14:00:00,7.185616970062256,-9.387929391860961,5.169209718704224,0.22338233403861518,3.525534188747406,2.514109760522843,-10.510767459869385,-0.52599935233593,5.739684391021728,-0.5758911073207855
2019-05-10 15:00:00,7.185616970062256,-7.872659063339233,5.725682926177978,-0.4157914243638515,3.6826305985450745,2.2357814431190492,-11.232330894470213,-0.9161191761493683,1.2087311297655106,-0.5758911073207855
2019-05-10 16:00:00,14.812080574035644,-11.812362861633302,3.7780277252197267,-9.04463725090027,3.9575489401817316,1.5747517049312594,-11.541572761535644,-1.6963587760925294,-0.22209599874913694,-0.5758911073207855
2019-05-10 19:00:00,-2.7287853956222534,-23.934526252746586,-2.6214104175567625,-5.529181861877442,5.057222259044647,0.8441397998481989,-15.355556488037115,-9.888875102996826,-4.991520404815674,0.1030918500968255
