,高濃度出現回数,高濃度追跡,高濃度追跡率,高濃度RMSE,予測高濃度出現回数,予測高濃度追跡,予測高濃度追跡率,適合率
0,71,44,61.97183098591549,17.747757351867854,67,44,65.67164179104478,63.768115942028984
