,0
SHAP_OX_01,10.001306048528352
SHAP_TEMP_01,4.652472814001469
SHAP_TEMP_02,2.208722857965467
SHAP_HUM_01,2.201434056186179
SHAP_TEMP_03,1.2844475340979329
SHAP_HUM_02,1.0326452265137187
SHAP_WS_01,0.8465718348623914
SHAP_TEMP_08,0.8053557215879826
SHAP_WD_01,0.5031126019395887
SHAP_TEMP_05,0.45285965636092773
SHAP_OX_23,0.4152377183309736
SHAP_TEMP_15,0.396375191343729
SHAP_TEMP_04,0.37881776915853355
SHAP_HUM_03,0.3545007851196142
SHAP_TEMP_13,0.3105065306738727
SHAP_TEMP_21,0.3043653625724216
SHAP_TEMP_14,0.2882548411429239
SHAP_TEMP_16,0.2872364060377469
SHAP_HUM_09,0.2735524898429401
SHAP_TEMP_23,0.2697160659646343
SHAP_TEMP_11,0.25322492953621933
SHAP_OX_19,0.2519416505904091
SHAP_TEMP_22,0.2402337382649401
SHAP_HUM_24,0.23713328643934797
SHAP_OX_12,0.22428739458621128
SHAP_TEMP_09,0.22370616577893276
SHAP_OX_05,0.22273066753205686
SHAP_OX_03,0.21023336426148304
SHAP_OX_09,0.20687473769936474
SHAP_SPM_22,0.18134151039234803
