,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_08,SHAP_OX_23,SHAP_OX_03,SHAP_OX_05,SHAP_OX_04,SHAP_OX_18,SHAP_TEMP_24,SHAP_TEMP_09,SHAP_WS_01,SHAP_WS_02,SHAP_OX_22,SHAP_HUM_24,SHAP_PM25_01,SHAP_OX_19,SHAP_HUM_05,SHAP_OX_06,SHAP_TEMP_10
2019-04-06 13:00:00,-3.649782586097717,-13.112850379943847,4.438516855239868,15.290773868560791,-0.556209209561348,-0.4876700446009636,-0.9374345302581787,-0.7785036116838455,1.100341761112213,-2.5805580258369445,2.5188798069953915,-0.15781147480010987,-0.25068590119481093,0.09376821615733207,-3.2955818653106688,-0.7244489133358002,0.48340131640434264,-0.2658444044180214,0.14571790769696236,-5.267413687705995
2019-04-06 14:00:00,-2.3545222520828246,-13.259563159942626,4.211299228668213,13.888803863525391,-0.5346823543310165,-1.060287171602249,-1.2813800603151322,-0.8560163110494614,0.6270880177617074,-2.7892432212829594,2.741476839780807,-0.3050795653834939,-0.25068590119481093,0.044682027213275445,-3.2955818653106688,-0.9291956663131714,0.5254860058426857,0.330885761231184,0.7098779782652855,-5.1605001211166375
2019-04-06 15:00:00,0.8836292654275895,-10.912182664871215,4.665734767913818,10.82995834350586,-0.556209209561348,-1.6329044461250306,-1.5565363377332686,-0.9529072105884552,1.4383802831172943,-3.4153004050254823,2.4966201364994047,0.25453902781009674,-0.7767852127552033,-0.05349032711237668,-3.049040961265564,-0.7244489133358002,0.5991343051195145,0.5695778533816338,1.1800112679600718,-5.69506459236145
2019-04-18 14:00:00,-0.41163124637678267,-8.711513423919678,3.3024280786514284,11.33976583480835,-0.556209209561348,-1.2893340647220612,-1.1438017666339875,-0.8560163110494614,0.2214418787509203,-5.815186667442322,2.3185420393943788,-0.3639868371188641,-1.1976647913455962,-0.10257642874494195,0.15599156534299255,-1.7481822729110719,0.6096554011106492,-0.9819204956293106,0.05169131997972727,-4.679392385482787
2019-04-18 15:00:00,-1.0592615127563476,-9.445070266723633,4.211299228668213,6.751496887207031,-0.6207896441221238,-2.090998256206513,-1.5565363377332686,-0.9916634947061539,0.2214418787509203,-5.919528079032899,2.051425132155418,-0.4523477559909225,-0.9872250795364378,-0.10257642874494195,0.23817188013345003,-1.7481822729110719,0.6622613787651062,-0.6238824234809726,0.9919579917564988,-4.679392385482787
2019-04-18 16:00:00,0.8836292654275895,-10.325337648391725,1.711903738975525,5.986785507202149,-0.6207896441221238,-2.205521583557129,-2.0380600929260253,-1.1273108094930648,0.01861886214464903,-6.180385971069336,1.2500751212239265,-1.129780937731266,-1.3028844594955444,-0.2989210657775402,0.23817188013345003,-1.3386889338493349,0.6622613787651062,-0.20617136210203163,1.55611791908741,-4.0379153966903685
2019-04-19 11:00:00,-12.716607666015625,-11.939160346984862,-1.241927033662796,11.977026081085205,-0.21177997067570692,1.3447049915790559,1.126238104701042,-0.2746711544692516,2.9257490873336787,-4.041357636451722,2.073685052990914,0.018910191208124174,0.9067326545715332,0.8791467189788819,-1.4876148343086246,0.09453779632312942,0.22037186175584803,-2.4140729308128357,-2.0168954372406005,-4.091371703147887
2019-04-19 12:00:00,-6.887934064865112,-10.912182664871215,-0.3330559313297271,12.486834812164307,-0.19025312215089799,0.42851754650473595,0.5071362972259521,-0.5459655495360493,2.4524954080581667,-3.5718150258064276,2.162724125385285,0.018910191208124174,0.3806332364678383,0.8300606429576873,-2.1450574517250063,-0.9291956663131714,0.2414142057299614,-1.7576697587966919,-2.1109217524528505,-4.091371703147887
2019-04-19 13:00:00,0.23599895611405364,-9.5917809009552,0.34859727174043653,12.741737079620364,-0.21177997067570692,-0.02957615926861762,-0.4559109278023243,-0.7009909152984619,1.5735955119132996,-2.841415131092072,2.251762855052948,-0.15781147480010987,0.3806332364678383,0.9773190259933472,-2.3915985584259034,-0.7244489133358002,0.31506242305040355,-1.220612746477127,-1.264681959152222,-4.305197477340698
2019-04-19 14:00:00,4.121780943870545,-8.418091344833375,1.2574680984020237,10.32015151977539,-0.1471994492458179,-1.060287171602249,-1.006223590672016,-0.7785036116838455,1.0327341079711914,-3.102272093296051,2.296282207965851,-0.3639868371188641,-0.25068590119481093,1.0754914522171022,-2.7203195571899412,-0.7244489133358002,0.45183777064085007,-0.7432285763323307,0.05169131997972727,-4.51902334690094
