,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_08,SHAP_OX_23,SHAP_OX_03,SHAP_OX_05,SHAP_OX_04,SHAP_OX_18,SHAP_TEMP_24,SHAP_TEMP_09,SHAP_WS_01,SHAP_WS_02,SHAP_OX_22,SHAP_HUM_24,SHAP_PM25_01,SHAP_OX_19,SHAP_HUM_05,SHAP_OX_06,SHAP_TEMP_10
2020-03-21 11:00:00,5.013901662826538,-0.5036465525627136,5.691183423995971,6.721528577804565,0.14035981316119436,-0.16508999038487673,-0.09992634784430263,-0.4825737476348878,0.21848487947136164,-0.3856303621083498,0.19337814003229142,0.7878211259841919,-0.039921597391366956,1.4940801978111269,-2.480373513698578,-0.16795821860432625,-0.30659236162900927,-2.5651580095291133,-0.20377976819872856,-2.9105142593383784
2019-09-24 05:00:00,-16.521358680725097,0.8079320430755615,-2.4680010080337524,-4.9474924325943,0.06497623398900029,1.5645752549171443,-0.3696310494095087,-0.6657710656523704,-0.8770616471767425,0.13417066521942617,-0.9744318634271621,-0.8519489407539368,-0.011958784097805587,-0.6224534094333649,0.5522777408361434,-0.2477439522743225,-0.7294720828533172,0.793100905418396,-0.8468501329421997,2.0594950377941132
2019-04-10 09:00:00,-0.05321846329607068,-3.749246835708619,-2.6062919378280642,6.416058206558228,0.1484366048127413,-0.23715930804610252,0.13804835947230457,-0.3502646706998348,0.583667115867138,-1.3246266540139915,0.1753191754221916,-0.7093604028224946,-0.0052476821874733615,1.560221755504608,-1.9496590852737423,-0.19987244457006453,-0.23368209302425386,-0.29339465461671355,-0.1578461416065693,-2.9602138280868533
2019-10-25 00:00:00,1.8469519019126892,-1.0149398528039455,-2.6062919378280642,0.6120931148529053,0.05151486936956641,-0.0930205387994647,-0.02060148227028548,-0.45204095244407655,-0.6488230556249619,-0.3185591846704483,-0.4808212794363499,0.3600551307201386,-0.014195800945162762,-0.556311559677124,0.3248290438205005,-0.21582967638969422,-0.6857259809970856,0.793100905418396,0.11775535317137838,-0.1770100176334381
2019-04-14 09:00:00,10.714413261413572,-1.2594714477658273,4.169980907440186,5.194169735908508,0.1672825431684032,0.2673264279961586,-0.004736500047147286,-0.49275147914886475,1.131440532207489,-1.006037922203541,0.0489068731665611,-0.7806547701358795,0.007055961154401313,2.0893549799919127,-1.9875675678253173,-0.12008673744276166,-0.07327937823720274,-1.4786626935005187,0.16368896439671518,-2.1153135657310487
2019-10-18 05:00:00,-3.2201690196990973,-0.6814875692129135,-2.6062919378280642,1.161942544579506,0.03536120951175689,-0.4533672362565994,0.05872341301292179,-0.40115281790494917,-0.28364071138203145,-0.9054318308830261,-0.35440895259380334,-0.42418290972709655,0.0025818706024438114,-1.0854448556900025,0.47646158188581467,-0.16489572301506997,-0.6273976624011993,1.188190281391144,0.2555561184883118,-0.6740108329802752
2019-05-02 09:00:00,-2.5867775917053226,-0.30357501059770586,-1.2233793258666992,2.0172637581825255,0.1430521110072732,0.7718122214078903,-0.16338622327893973,-0.584350174665451,0.3554282430093735,0.21800961688859388,-0.3062517749145627,-0.4954771250486374,0.0025818706024438114,1.560221755504608,-0.50914998203516,-0.27965824455022814,-0.30659236162900927,1.188190281391144,-0.11191258113831282,-0.8479608045890927
2019-11-12 22:00:00,-11.454236316680909,-1.7040743827819824,-1.4999623417854313,-0.9152651438489556,0.06766849942505358,0.4835347555577755,0.12218335615471006,-0.39097519963979727,-0.6944706261157989,-1.4420002214610577,-0.6915086012333631,-0.8519489407539368,-0.009721754491329162,-0.2256032980978489,0.514369697868824,-0.21582967638969422,-0.6711439341306686,-3.355336833000183,0.6230247795581817,0.6678915251046419
2020-03-12 06:00:00,-9.554068660736084,-3.0823428630828857,-0.11704903850331902,5.560734033584595,0.05151486936956641,0.6276733592152596,-0.004736500047147286,-0.45204095244407655,0.538019309192896,-1.240787225216627,-0.07750561698339879,-0.42418290972709655,0.012648497801274066,0.5019548892974853,0.514369697868824,-0.27965824455022814,-0.2920103564858436,-0.4909393548965454,0.5311576128005981,-1.7425630033016204
2019-10-03 07:00:00,-7.020509386062622,0.34109901636838913,-2.053127872943878,-2.076057875156403,0.11343711297959087,-0.16508999038487673,0.05872341301292179,-0.42150807082653047,2.0443957805633546,0.3186164930462837,-0.6674297653138638,-1.2084203720092774,0.010411456553265457,1.3617967009544372,-0.20588492192327973,-0.024343910999596118,0.20377982296049596,0.2992392465472221,0.4392905384302138,0.6181918874382972
