,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_05,SHAP_TEMP_04,SHAP_OX_03,SHAP_TEMP_03,SHAP_OX_19,SHAP_OX_20,SHAP_OX_23,SHAP_SPM_21,SHAP_TEMP_22,SHAP_OX_22,SHAP_WS_02,SHAP_OX_06,SHAP_SPM_22,SHAP_TEMP_21,SHAP_SPM_01,SHAP_OX_21,SHAP_TEMP_19,SHAP_WD_03,SHAP_PM25_01,SHAP_OX_14,SHAP_NO2_01,SHAP_OX_24,SHAP_WS_01,SHAP_OX_18,SHAP_TEMP_08,SHAP_TEMP_18
2019-04-21 13:00:00,-10.56606520175934,-17.43027528762817,-1.3588427650928496,-0.47279739670455456,1.1170148301124574,2.2815598607063294,-0.14040810734033582,5.876036965847016,-1.0570891115069387,-1.4027456796169278,-0.8201218344271183,1.0042147064208984,0.48714312687516215,-0.9591736641526222,-0.6794816648215056,0.16830362495034937,0.055075186714529975,1.9142763179540636,0.6374662806093693,-0.8358241048455239,-0.3943626236915588,0.48807172715663905,-0.38864116311073305,-0.4051860141009092,-0.16986453477293254,0.14721258983947336,-0.5598715867102146,-0.09995326351374387,1.6309993862267582,-2.396565881404095
2019-04-22 13:00:00,-12.105733060836792,-9.371067218780517,-1.3588427650928496,-0.3797870750259609,1.20013160943985,1.967118444442749,-0.4519702372699975,4.201617939472199,-0.1474411887861788,-0.6003836897015571,0.2024599118391052,0.24713256835384528,-0.021923353224992816,-0.3130154911801219,-0.6367078107909765,0.2821210923790931,-0.043864293501246696,0.8679758060444147,0.12786908059759297,-0.10194279327988624,-0.5730434800032527,0.9510738390684128,-0.00452780178748074,-1.2458912548422814,0.30147102639544765,-0.16406714264303446,-0.2863627568632364,-0.34189994592219597,1.0194980766164372,-1.7226263557374477
2019-04-22 14:00:00,-4.40739551782608,-9.158983144760132,-0.5344785839319229,-0.8913443014025688,0.5351964787088219,1.5740667420625687,-1.3866563355922696,2.6728003442287447,-0.8296772192791103,-0.3997932282835245,-0.22361580657772723,0.02000795177184043,0.09120249506086109,-0.43049879290163523,-0.358677501808852,-0.0024225496128201683,-0.06035421987064181,0.98687360342592,0.20626864936202766,-0.43552524740807713,-0.553621626701206,0.025069621123839148,0.059491092171519974,-1.475174674987793,0.2678042065165937,-0.1951950965821743,0.3974093967676163,-0.19068329144269228,0.7004540415108206,-1.7226263557374477
2019-05-10 09:00:00,-22.883405818939206,-14.885261487960815,1.93861429810524,1.0153691898472608,2.363767606019973,3.2248840814828874,3.909898449182511,7.404854388237,-0.6780691654980184,-1.1018599110841751,-0.9905520898103714,1.458463932275772,0.04595218600705265,-1.4291068953275678,-0.5725469987094403,0.2821210923790931,0.25295415664091714,0.7252984600514174,0.9510644850134851,-0.9025405809283257,-0.6157715760357677,1.0668243712186816,-0.5806978548318147,0.5883749227877707,-0.0015304129058494986,0.2250325127132237,-0.4231171426177024,-0.357021601498127,0.8865632238984107,-1.4979798078536988
2019-05-10 10:00:00,-12.105733060836792,-11.916080827713014,3.175160735845566,0.41080144289880993,3.0287028455734255,2.7270183442533016,2.6636502003669738,5.730435597896577,-0.7538731990754605,-1.1018599110841751,-1.0331597095727925,1.5341722172498704,0.023327036402188205,-1.1353985649347307,-0.4228383370488881,0.39593852162361143,0.20348442260175942,0.6301802949048578,0.7942653520405292,-0.7691077037155628,-0.6157715760357677,0.9510738390684128,-0.3246222744882107,0.28266384968766944,-0.10253090231213716,0.24059643354266877,-0.3775323426537216,-0.34189994592219597,0.9131501326709988,-1.5541413156688213
2019-05-10 11:00:00,-2.867728070020676,-10.64357388496399,3.5873430335521688,0.03875987567007542,1.948183240890503,2.1243389546871185,0.17115390532184388,3.6920121741294865,-0.8296772192791103,-1.2021549981832502,-0.8201218344271183,1.685588662028313,-0.021923353224992816,-1.0179153284430504,-0.40145134270191185,0.6235733266547323,0.2199743720702827,0.8204167562536895,0.5590667152404786,-0.7691077037155628,-0.6002340229228139,1.0668243712186816,-0.13256557603366673,-0.09947497203946117,-0.20353133197873832,0.2561604790575802,-0.3319475218467415,-0.34189994592219597,1.0194980766164372,-1.5962626689672472
2019-05-10 12:00:00,1.7512743735313419,-6.401885523796082,4.205616180896758,-0.7053234227001667,1.2832484602928163,1.3906424310803414,-2.009780445098877,2.6728003442287447,-0.8296772192791103,-1.302450172901154,-0.7349067763984204,1.6098804593086242,0.0685773925110698,-1.0179153284430504,-0.3800644479691982,0.2536666695028543,0.25295415664091714,0.8204167562536895,0.5198669146001339,-0.8358241048455239,-0.5885808779485524,1.0668243712186816,-0.13256557603366673,-0.5580414892546832,-0.23719825547188528,0.17834051225334407,-0.6510411964356899,-0.32677828362211586,1.2853681280463933,-1.6524242873489858
2019-05-10 13:00:00,4.830609300136566,-4.493126232624054,4.411706881523132,-1.356396266222,-0.04662151925265788,1.0237941628694536,-3.8791530394554137,2.2359952855110174,-0.905481148660183,-1.302450172901154,-0.7349067763984204,1.5341722172498704,0.0685773925110698,-1.0766569432616235,-0.5297730672731996,0.02603184165433048,0.23646428367123007,0.9155350271053614,0.44146734073758137,-0.9025405809283257,-0.5730434800032527,0.8353233385086061,-0.00452780178748074,-1.5516024351119992,-0.16986453477293254,0.14721258983947336,-1.0157195854187013,-0.29653493282385174,1.046084949746728,-1.736666737496853
2019-05-10 14:00:00,-2.867728070020676,-6.18980136871338,3.999525024890899,-1.9144588178396227,-1.2102578476071357,0.8665734680183232,-4.81383896112442,0.7799786449968815,-1.0570891115069387,-1.4027456796169278,-0.7775143118947744,1.5341722172498704,0.11382769527379422,-1.1353985649347307,-0.7008686636388302,-0.4292379651218653,0.2199743720702827,0.98687360342592,0.44146734073758137,-0.9025405809283257,-0.549737259084359,-0.32218196086585515,-0.0685466992051806,-2.4687355697154993,0.33513787034898995,0.14721258983947336,0.12390059031546115,-0.2360483005642891,0.5409319208562374,-1.863030378222465
2019-05-10 15:00:00,3.2909419512748728,-5.1293791913986215,3.793434076309204,-2.1934899741411207,-2.2076602721214296,0.3425044616311788,-5.436962890625,0.12477105647325515,-1.3603053057193757,-1.6033361196517943,-0.8201218344271183,1.382755726575851,0.1477654655277729,-1.1353985649347307,-0.16619494761340323,-0.8275990727543832,0.2199743720702827,1.0819918530434367,0.32386798586696386,-0.9692570951581004,-0.5147779546421953,-0.6694335751235485,0.12350998535752296,-2.16302414894104,0.4361383817344905,0.16277654126286506,-0.2863627568632364,-0.16044001021422444,-0.07056935489177704,-1.9753538246825335
2019-05-10 16:00:00,2.521108191013336,-6.401885523796082,3.999525024890899,-2.379510741829872,-2.706361702084541,0.10667341576889158,-3.8791530394554137,0.7071777475997806,-1.7393251436948773,-2.004516935348511,-0.8201218344271183,1.231339411139488,0.1930157440900802,-1.1941404181718827,-0.358677501808852,-1.1690511891245843,0.18699451783671975,1.2246692357957365,0.20626864936202766,-1.1026900658011438,-0.4837030340312049,-0.09068090703804044,0.31556664213538166,-1.9337411695718767,0.4361383817344905,0.17834051225334407,-0.3775323426537216,-0.06970992110669613,-0.8150059251952918,-2.0595962560176853
2019-05-10 17:00:00,4.830609300136566,-10.64357388496399,1.3203410878777504,-1.9144588178396227,-3.038829078376293,0.3163009316846728,-5.125401060581207,0.3431735520809889,-2.1941490828990937,-2.505993157625198,-0.8627293023467064,1.231339411139488,0.260891372282058,-1.3116235941648482,-0.40145134270191185,-1.3397774428129194,0.15401469677686688,1.4386851685727013,0.48066712930798533,-1.3695559614896775,-0.4603967609303073,0.14082014843821525,0.059491092171519974,-1.1694635216891764,0.2004705078154802,0.17834051225334407,-0.19519310846924784,0.12687171852448959,-1.187224216759205,-2.1719195505976683
