,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_03,SHAP_OX_21,SHAP_OX_02,SHAP_OX_15
2019-04-19 12:00:00,-14.281906604766846,-16.94615821838379,-0.7969490557909013,11.908787918090821,2.9168258726596834,0.6817991316318512,-2.1825231194496153,1.0614991068840027,4.558700752258301,1.1540138959884645
2019-04-19 13:00:00,-8.805921077728271,-14.125952339172363,-0.07304298412054774,10.688928937911987,2.5271858394145967,0.08486338388174769,-1.161251944303513,1.191522979736328,1.9988526582717896,0.6344252735376358
2019-04-19 14:00:00,-7.710725164413452,-12.715850448608396,0.0476079624146223,8.737155961990357,2.297985821962357,-0.5120723783969879,-0.41850923001766205,1.3865587234497068,0.3989478349685669,0.6344252735376358
2019-04-19 15:00:00,-2.234741520881653,-11.482010555267333,0.0476079624146223,7.76126880645752,1.9312659412622453,-0.9462074339389801,0.045704948529601094,1.1265110313892364,0.07896675392985342,0.3746308952569962
2019-04-19 16:00:00,3.241242504119873,-13.068375396728516,-0.07304298412054774,6.907368087768555,1.7479062110185624,-1.2175420224666598,0.13854780625551935,0.9314752519130707,-1.5209380984306333,0.11483648903667927
2019-04-22 13:00:00,-14.281906604766846,-10.953221797943113,-0.6762979000806808,8.005240106582642,2.137545907497406,0.4647315710783005,-1.811151921749115,0.8014512836933136,4.398710155487061,0.9808178007602691
2019-04-22 14:00:00,-7.710725164413452,-8.661804580688477,-0.4349960580468178,6.541410303115844,1.7937461942434314,-0.1322041824460029,-1.1148305833339691,0.8664633393287658,1.9988526582717896,0.807621493935585
2019-04-22 15:00:00,-2.234741520881653,-7.780490303039551,-0.3143450215458871,4.95559437274933,1.5187063187360765,-0.5392058432102204,-0.41850923001766205,0.0863200929481536,0.07896675392985342,0.6344252735376358
2019-04-22 16:00:00,4.33643913269043,-7.956753730773926,-0.5556471288204193,4.345664668083191,1.220746511220932,-0.9462074339389801,0.13854780625551935,-0.36876340508461,-1.5209380984306333,0.5766932427883149
2019-05-10 11:00:00,-19.757888793945312,-11.482010555267333,0.7715140379965305,9.835028219223023,2.2063059747219085,1.2244680762290954,-2.5538948535919186,-0.36876340508461,8.078490734100342,0.4034969538450241
2019-05-10 12:00:00,-7.710725164413452,-10.424433994293214,1.49542002081871,6.907368087768555,2.137545907497406,0.3019309313967824,-2.1825231194496153,-0.3037514865398407,3.5987578630447388,-0.23155601769685746
2019-05-10 13:00:00,-2.234741520881653,-8.133015871047974,1.7367219567298888,6.175452995300292,1.5874661445617677,0.08486338388174769,-0.8827233731746673,-0.10871568024158473,0.07896675392985342,-0.5779485791921616
2019-05-10 14:00:00,-5.520331811904907,-6.5466508865356445,2.4606278419494627,4.589636874198915,1.4499462097883227,-0.6748730361461639,0.13854780625551935,-0.17372764348983766,-1.5209380984306333,-0.46248439848423006
2019-05-10 15:00:00,-5.520331811904907,-5.665336322784425,2.098674899339676,3.4917643785476686,1.1519864946603775,-1.2718088030815125,0.6027620509266853,-0.4987873136997223,-0.5609951794147492,-0.08722583302296696
2019-05-10 16:00:00,-6.615528774261475,-6.01786231994629,2.2193258106708527,2.8818348407745358,0.9457065314054489,-1.5431433200836184,0.3242334850132465,-1.0838947415351867,-0.5609951794147492,0.2880327388644218
2019-05-10 17:00:00,1.0508487820625305,-7.42796483039856,1.6160709857940674,3.1258068084716797,0.8311065718531608,-1.3803425669670104,0.3242334850132465,-1.6690020322799686,-0.24101418033242225,0.2880327388644218
2019-05-10 18:00:00,6.5268326759338375,-10.071907138824463,0.8921650096774101,4.101693034172058,0.8769465684890747,-1.3803425669670104,0.23139067068696023,-2.384133541584015,-2.4808811783790583,0.7498894065618515
2019-05-10 19:00:00,4.33643913269043,-13.068375396728516,0.6508630166761578,5.931480646133424,1.0603065222501755,-1.3260756611824038,0.881290540099144,-2.774204909801483,-4.0807860612869264,0.6921573400497436
2019-05-10 20:00:00,4.33643913269043,-15.712318706512452,-0.3143450215458871,8.005240106582642,1.4041063755750656,-1.7059439539909362,1.3455047905445099,-2.644180881977081,-3.4408241510391235,0.2303006574511528
2019-05-10 21:00:00,1.0508487820625305,-17.474946403503417,-0.9176000237464905,9.835028219223023,1.7937461942434314,-1.9772783041000364,1.1598190516233442,-2.2216033816337584,-3.4408241510391235,0.3457648351788521
2019-05-11 11:00:00,-9.901117992401122,-15.359793567657471,-0.9176000237464905,10.200986003875734,2.6417859971523283,0.6817991316318512,-2.2753662109375,1.6466066002845767,5.198662853240966,3.694226253032684
2019-05-11 12:00:00,-3.329938364028931,-11.305746746063232,0.28890996277332315,9.591056632995606,2.2063059747219085,0.13913026750087737,-1.3469376087188718,1.5815945625305177,0.7189288586378099,3.1746373534202577
2019-05-11 13:00:00,4.33643913269043,-7.780490303039551,1.2541180163621901,6.7853821277618405,2.0917061984539034,-0.40353863686323166,-0.04713785033673045,2.0366779804229735,-1.2009571254253388,2.4241198182106016
2019-05-11 14:00:00,16.38360414505005,-5.841599321365356,1.2541180163621901,4.345664668083191,1.5645462542772293,-1.1632748901844026,0.5099191494286061,2.3617377996444704,-3.4408241510391235,1.9622632205486297
2019-05-11 15:00:00,28.43076782226562,-4.784022283554077,1.3747690469026568,3.0038211345672607,1.106146478652954,-1.4888763666152953,1.1598190516233442,2.2317137479782105,-6.960615015029907,1.1540138959884645
2019-05-11 16:00:00,13.098013305664063,-5.136547613143921,1.8573730409145355,2.2719055294990538,0.8540265962481499,-1.8687446355819701,2.1810903549194336,2.2317137479782105,-10.480406761169434,0.5766932427883149
2019-05-11 17:00:00,5.431635951995849,-7.42796483039856,0.28890996277332315,2.515877223014832,0.7165065810084343,-2.465680301189423,3.202361690998077,2.0366779804229735,-6.000671529769898,0.2303006574511528
2019-05-23 15:00:00,-10.996316146850585,-5.841599321365356,0.5302119599655271,4.101693034172058,1.2436664402484894,-0.45780550986528395,-0.6970377117395401,-0.7588350355625153,1.6788717269897462,-0.0006276964209973857
2019-05-25 11:00:00,-20.853084754943847,-5.312810134887695,0.5302119599655271,4.101693034172058,1.4728663474321366,1.1702011585235597,-3.203794550895691,0.3463678225874901,6.478586626052857,0.057104376959614435
2019-05-25 12:00:00,-6.615528774261475,-3.1976564884185796,0.6508630166761578,2.6378631353378292,1.0603065222501755,0.6817991316318512,-1.7183089971542358,0.3463678225874901,3.9187384605407716,0.5189611345529557
