,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_03,SHAP_OX_21,SHAP_OX_02,SHAP_OX_15
2019-05-03 04:00:00,-10.53280954360962,-5.842425155639649,-0.10531876473687589,4.576059699058533,0.01320801023393869,-0.36122377812862394,-0.02509578065946696,-0.16484959125518797,2.1865182280540467,0.47650328278541565
2019-08-14 18:00:00,-18.658606719970702,23.56263885498047,-0.5426326036453247,-25.21551647186279,3.0027656316757203,0.14710118845105175,-0.5587995916604995,-0.6636174380779266,4.665380859375,-0.2627837095409632
2020-03-03 14:00:00,15.00540246963501,4.864856004714966,0.8178989976644516,-3.9607075691223144,0.6111194252967834,-0.643626567721367,0.24175621066242456,-0.469651934504509,-2.7712104558944706,-0.0009528136579320223
2020-03-28 23:00:00,4.557954001426697,-10.636732006072998,-0.8584703147411347,10.847975444793702,-0.6594423115253448,-0.5306657433509827,0.10833025127649307,-0.24797768741846085,-1.118634170293808,0.26087798029184345
2020-02-22 05:00:00,-29.106051635742183,-12.554449367523194,-0.44545158222317693,12.938613796234131,-1.0518220424652098,0.636599311232567,-0.9590779364109039,-0.469651934504509,7.695106840133668,0.29168166518211375
2020-01-04 12:00:00,8.040439367294312,-5.682612371444702,0.5992423981428148,6.6666968822479244,-0.5473341591656208,-0.5306657433509827,0.14168665185570714,-0.0540123399114236,-1.3940638184547425,-0.2627837095409632
2019-06-08 09:00:00,10.362093257904053,11.41707820892334,-0.494042107462883,-11.974820995330807,1.4519327640533448,-0.15412845199462027,-0.19187835641205309,0.13995289243757725,0.25851231217384335,0.4302978813648224
2019-04-21 08:00:00,6.879612016677856,-0.24906818121671676,-0.008137900009751347,1.7885440230369567,-0.1736393103376031,-0.34239697009325026,-0.19187835641205309,0.36162732169032097,1.0848005175590516,0.5689142286777495
2020-03-28 04:00:00,-9.37198247909546,1.0294129192829131,0.08904287479817867,-2.5669500827789307,0.7232279717922211,-0.15412845199462027,-0.25859133899211884,-0.8021640419960022,1.0848005175590516,0.5227086067199707
2019-10-14 08:00:00,-12.854464530944824,5.344287252426147,-0.10531876473687589,-5.877124309539795,0.87270587682724,0.1094474968034774,-0.5254434883594513,-0.10943094119429586,3.839093470573425,0.23007434979081154
2019-10-18 08:00:00,-18.658606719970702,2.467704558372497,-0.8341750770807266,-3.4380486011505127,0.7232279717922211,0.14710118845105175,-0.7255823433399201,0.05682495846413075,4.940811443328857,0.1530652977526188
2019-12-21 06:00:00,-10.53280954360962,-12.874071025848385,-0.1296139636542648,13.11283016204834,-1.0705068439245224,0.14710118845105175,-0.42537379264831543,-0.5527801603078842,3.012805342674255,0.21467248797416688
2019-06-04 05:00:00,35.527967834472655,6.303147840499878,-0.7612893804907799,-8.490423345565796,1.3211392700672149,-1.445721793174744,0.9120334386825562,0.11224353294819592,-7.973189973831177,0.685735547542572
2019-10-16 15:00:00,16.16623582839966,6.782580947875976,0.18622374571859837,-7.793543577194214,1.2090311110019685,-0.5306657433509827,0.20839982405304908,-0.08172162747941909,-2.4957813501358035,0.1222616396844387
2019-08-30 21:00:00,-32.58853302001953,17.170239543914796,-0.8584703147411347,-19.814699363708495,2.516963386535644,0.48598453402519226,-0.9257212996482849,-0.7467454016208649,7.695106840133668,-0.12416737750172616
2019-11-25 17:00:00,-17.497774505615233,7.102197647094727,0.23481415743008255,-10.755276107788086,1.6574649572372437,-0.19178215786814687,-0.3586606875061989,-0.9130010187625887,3.012805342674255,-0.20117641165852546
2019-09-05 05:00:00,-25.62356796264649,13.015170192718506,-0.7612893804907799,-15.110772895812985,2.0124748229980467,0.3353697046637535,-0.7255823433399201,-0.22026823759078978,6.593387603759766,0.29168166518211375
2019-09-24 17:00:00,13.844578647613526,17.170239543914796,-0.5912226364016533,-20.511583328247063,2.6290713191032404,-1.1331246912479405,0.5086082182824612,-0.6913267374038695,-2.4957813501358035,-0.09336372427642343
2019-05-28 18:00:00,13.844578647613526,17.010430526733398,0.18622374571859837,-20.16314792633057,2.7411796450614934,-1.8861984014511108,0.4418953947722912,0.7772672653198243,-3.3220697402954102,0.10685984827578068
2020-03-28 01:00:00,-3.5678422689437865,2.3078956604003906,0.23481415743008255,-4.134929180145265,0.7792817950248718,-0.4177044093608856,-0.32530435174703604,-0.8021640419960022,1.6356589794158936,0.24547619372606277
2019-05-14 00:00:00,8.040439367294312,7.581628370285034,-0.2510900549590588,-9.1873028755188,1.3211392700672149,-0.6059728264808655,0.10833025127649307,-0.08172162747941909,-1.118634170293808,0.29168166518211375
2019-11-20 08:00:00,2.23629891872406,-5.682612371444702,0.2591093267314136,8.408894968032836,-0.6407577894628049,-0.3800505504012108,-0.058452313020825375,-0.02630300801247356,1.0848005175590516,0.09145801542326805
2019-10-21 10:00:00,-7.050322484970093,7.9012480735778805,-0.22679485380649575,-8.141982173919677,1.096922469139099,0.3353697046637535,-0.7255823433399201,-0.0540123399114236,3.2882342100143434,0.23007434979081154
2019-12-16 17:00:00,-4.7286700248718265,-7.280712747573853,0.11333813946694138,5.621377944946289,-0.1923241175711155,-0.756587690114975,0.10833025127649307,-0.6081987380981446,-0.5677756637334823,-0.10876543968915935
2019-10-01 17:00:00,49.830254364013676,22.92340850830078,0.4048805132508278,-27.480384063720702,3.301721382141113,-1.8861984014511108,1.5093030810356138,-0.386524122953415,-12.962098693847656,-0.21657822867855425
