,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_TEMP_24,SHAP_OX_03,SHAP_WS_01,SHAP_OX_22,SHAP_HUM_02,SHAP_OX_21,SHAP_OX_02,SHAP_TEMP_07,SHAP_OX_20,SHAP_TEMP_06,SHAP_TEMP_05,SHAP_TEMP_03,SHAP_OX_15,SHAP_OX_05,SHAP_TEMP_19,SHAP_TEMP_20
2019-04-19 10:00:00,-10.778588485717773,-25.16006965637207,-3.0199178457260127,0.3920679651200772,5.097907185554504,0.29554556757211686,1.4059867084026338,-0.16842894498258829,-0.10803212001919746,0.17477114610373976,2.995389544963837,8.215678262710572,0.7277941346168518,6.566194367408753,2.786419600248337,8.48407711982727,5.851886749267578,-1.5854734599590299,-2.8804103136062618,-3.7678661227226256
2019-04-19 11:00:00,-2.700244402885437,-21.09083709716797,-1.7905428409576416,-0.12630402501672508,4.601990723609924,-0.5492023025639355,2.123052549362183,-0.3212013304233551,-0.9905789077281952,0.23823800627142191,1.166589269042015,7.980336904525757,0.7922356396913529,6.384989786148072,2.6051100462675096,7.456528234481811,4.3749048709869385,-1.8987958073616027,-3.177948021888734,-3.6953563690185547
2019-04-19 12:00:00,3.1749150037765506,-18.697169399261476,-0.06941815093159676,-0.6446760386228562,3.796125829219818,-1.1299663960933684,1.7645196318626404,-0.09204277126118539,-1.4318523883819583,0.2593937288038433,-0.6622112592682242,7.7449969291687015,0.9211184978485107,5.962181472778321,2.0611809998750688,6.017960572242736,1.4209420949220657,-0.6455059155821801,-4.155571937561035,-4.202925610542297
2019-04-19 13:00:00,6.8468889713287355,-14.867304801940918,1.4058315157890322,-1.001056855916977,2.99026129245758,-1.710730642080307,2.8401175498962403,-0.015656599216163213,-2.049635100364685,0.3017049297690391,-1.992248010635376,7.195866918563842,1.114442813396454,4.693754482269287,1.6726603284478188,4.853405570983886,-0.05603933446109295,0.6077837452292443,-4.878163623809815,-5.870654249191285
2019-04-19 14:00:00,7.581284093856811,-12.952371978759766,1.651706397533416,-1.3574374437332155,2.8662819504737853,-2.1331044435501103,-1.8208079099655152,0.1371158003807068,-2.579163253307342,0.3651718273758888,-2.823520612716675,5.548478460311889,0.8566771298646927,3.7877354979515077,1.1287314867600797,4.168373203277588,-0.05603933446109295,1.4694204628467562,-5.260711216926575,-7.103322696685791
2019-04-22 11:00:00,-7.841008234024048,-17.021602821350097,-1.7905428409576416,-0.223498722910881,5.903772521018982,-0.23242189958691598,-1.1037424981594084,-0.5503598779439927,-1.167088258266449,0.19592680055648087,2.330371046066284,5.8622668266296385,0.6633527159690857,4.814557087421417,1.8539698831737041,5.812450504302978,1.913269227743149,-1.4288119494915006,-3.8580340147018433,-5.1455543518066404
2019-04-22 12:00:00,-2.333046317100525,-13.431106472015381,-0.5611681036651135,-0.4502865247428417,5.097907185554504,-0.7603892743587494,-0.38667695168405763,-0.24481513053178783,-1.4318523883819583,0.21708241533488035,0.5015708602964878,5.70537223815918,0.5344697579741478,4.21054470539093,1.4395480804145335,4.716399025917053,1.4209420949220657,-0.41051414236426365,-4.495614790916443,-5.363084483146667
2019-04-22 13:00:00,3.1749150037765506,-10.558707189559936,0.1764568954706192,-0.7742690116167069,4.416021835803986,-1.3411533772945405,0.6889213502407074,-0.16842894498258829,-1.8731258153915404,0.17477114610373976,-0.7453385539352894,4.9209017038345335,0.5989112436771393,3.2441237807273864,1.0510273983702065,3.688850522041321,0.9286149386316538,0.1378000494092703,-5.048184871673584,-6.450732922554019
2019-04-22 14:00:00,7.581284093856811,-7.446941232681274,0.6682066529989242,-1.1306498110294343,4.044084358215332,-1.73712899684906,-1.4622752189636228,-0.3212013304233551,-2.1378899693489073,0.19592680055648087,-1.992248010635376,3.6657489061355593,-0.17438611760735512,2.338104718923569,0.6366054318845272,2.6613017439842226,0.4362877752631903,0.9211061507463455,-5.473238563537597,-7.393362188339235
2019-05-10 09:00:00,-13.71616621017456,-17.73970546722412,1.4058315157890322,-0.12630402501672508,5.097907185554504,0.1899521119892597,-3.9720043897628785,-1.7725387632846832,-2.490908586978912,-0.18487466275691983,4.657935285568238,6.489843130111694,-0.625476267002523,5.901780152320862,2.553307065367698,7.662038278579712,2.241487371921539,-0.018861170858144722,-3.4754854440689087,-4.275435519218446
2019-05-10 10:00:00,-10.778588485717773,-17.021602821350097,1.4058315157890322,-0.19110049977898597,4.2300532221794125,-0.021234941482543946,-2.1793408036231994,-1.6197664499282838,-2.579163253307342,-0.20603030547499657,1.8316075205802917,7.117420101165772,-0.625476267002523,5.841379070281983,2.553307065367698,4.647895622253418,0.7645058706402779,-0.6455059155821801,-3.0929373025894162,-4.710495114326477
